Claim_ID,Policy_ID,Claim_Date,Claim_Severity,Claim_Amount
CLM10511,PID12274,2020-01-04,Moderate,174340.63
CLM10512,PID12275,2020-04-03,Minor,66327.64
CLM10513,PID12279,2024-08-30,Minor,74486.89
CLM10514,PID12283,2024-12-15,Minor,34145.87
CLM10515,PID12285,2027-01-04,Minor,34043.62
CLM10516,PID12285,2026-10-09,Minor,78378.08
CLM10517,PID12289,2024-12-21,Moderate,36118.85
CLM10518,PID12292,2022-09-15,Minor,54074.59
CLM10519,PID12300,2025-08-03,Minor,47512.07
CLM10520,PID12312,2025-08-26,Minor,39104.21
CLM10521,PID12313,2026-04-04,Minor,42402.98
CLM10522,PID12313,2026-04-20,Minor,30230.94
CLM10523,PID12314,2026-01-16,Minor,28184.87
CLM10524,PID12327,2025-04-28,Major,528351.76
CLM10525,PID12338,2025-02-20,Minor,44014.37
CLM10526,PID12343,2027-05-02,Minor,56970.22
CLM10527,PID12350,2026-01-31,Minor,31194.53
CLM10528,PID12353,2026-11-23,Minor,28842.2
CLM10529,PID12355,2026-02-28,Minor,30458.22
CLM10530,PID12368,2024-06-16,Moderate,129428.32
CLM10531,PID12370,2026-04-28,Minor,40378.88
CLM10532,PID12391,2022-07-27,Moderate,114838.44
CLM10533,PID12399,2026-04-09,Minor,21271.14
CLM10534,PID12401,2024-12-26,Minor,51499.71
CLM10535,PID12408,2022-06-25,Moderate,76979.67
CLM10536,PID12408,2022-06-02,Minor,14391.39
CLM10537,PID12409,2022-11-25,Minor,28972.77
CLM10538,PID12419,2025-07-09,Minor,43729.95
CLM10539,PID12420,2025-08-18,Moderate,123851.53
CLM10540,PID12426,2024-11-30,Minor,29314.7
CLM10541,PID12427,2025-11-14,Major,222536.16
CLM10542,PID12428,2024-09-28,Moderate,77441.32
CLM10543,PID12430,2026-09-05,Minor,25504.55
CLM10544,PID12435,2025-01-20,Minor,36023.39
CLM10545,PID12435,2024-12-17,Minor,52233.68
CLM10546,PID12435,2024-04-30,Minor,71143.65
CLM10547,PID12438,2024-07-08,Minor,59370.92
CLM10548,PID12440,2026-06-16,Moderate,109626.69
CLM10549,PID12442,2026-03-03,Minor,162114.71
CLM10550,PID12457,2024-08-16,Minor,35513.81
CLM10551,PID12462,2026-08-27,Moderate,225540.83
CLM10552,PID12472,2026-09-26,Minor,46602.56
CLM10553,PID12477,2024-10-24,Major,97117.24
CLM10554,PID12484,2027-04-03,Minor,77760.74
CLM10555,PID12484,2027-05-30,Moderate,96519.28
CLM10556,PID12484,2027-04-23,Major,199029.78
CLM10557,PID12489,2024-04-06,Minor,49514.98
CLM10558,PID12499,2027-03-25,Minor,50241.92
CLM10559,PID12501,2025-10-26,Minor,65301.19
CLM10560,PID12510,2026-08-26,Minor,104362.74
CLM10561,PID12526,2026-08-06,Moderate,203847.73
CLM10562,PID12526,2026-02-24,Minor,72654.79
CLM10563,PID12526,2026-07-08,Moderate,154422.11
CLM10564,PID12542,2022-10-25,Minor,53068.0
CLM10565,PID12552,2025-11-24,Minor,89620.47
CLM10566,PID12552,2026-01-11,Major,922878.02
CLM10567,PID12563,2025-11-29,Moderate,139075.64
CLM10568,PID12576,2025-10-20,Minor,75450.61
CLM10569,PID12576,2025-11-23,Minor,102910.61
CLM10570,PID12587,2024-09-02,Minor,17161.12
CLM10571,PID12587,2024-07-13,Minor,7898.39
CLM10572,PID12591,2025-12-04,Minor,84819.04
CLM10573,PID12593,2025-12-19,Moderate,188056.89
CLM10574,PID12597,2023-12-10,Moderate,87144.92
CLM10575,PID12610,2026-05-16,Minor,75851.85
CLM10576,PID12630,2025-05-21,Minor,41736.33
CLM10577,PID12634,2025-12-24,Moderate,184482.66
CLM10578,PID12637,2026-07-10,Minor,83368.86
CLM10579,PID12641,2024-05-18,Moderate,123290.69
CLM10580,PID12642,2025-06-12,Minor,51520.3
CLM10581,PID12642,2025-01-23,Minor,37583.79
CLM10582,PID12647,2026-09-29,Minor,111291.69
CLM10583,PID12652,2025-01-25,Minor,39386.56
CLM10584,PID12664,2025-10-27,Minor,99001.06
CLM10585,PID12673,2021-11-07,Minor,27623.88
CLM10586,PID12681,2026-03-15,Moderate,114511.52
CLM10587,PID12681,2025-10-22,Minor,51350.55
CLM10588,PID12689,2025-11-21,Minor,78376.96
CLM10589,PID12689,2025-01-30,Major,268518.51
CLM10590,PID12700,2026-09-15,Minor,112673.9
CLM10591,PID12708,2026-06-25,Moderate,374225.46
CLM10592,PID12719,2026-01-27,Minor,179204.56
CLM10593,PID12725,2026-04-06,Moderate,101188.12
CLM10594,PID12738,2025-09-17,Minor,54287.91
CLM10595,PID12743,2024-09-19,Minor,21462.4
CLM10596,PID12744,2026-02-25,Minor,30239.65
CLM10597,PID12753,2026-07-11,Moderate,112907.33
CLM10598,PID12756,2026-02-12,Minor,45086.32
CLM10599,PID12791,2022-08-21,Minor,17381.53
CLM10600,PID12792,2024-04-12,Minor,22171.76
CLM10601,PID12794,2026-04-08,Minor,36208.84
CLM10602,PID12797,2025-02-06,Minor,170068.05
CLM10603,PID12805,2026-09-03,Moderate,158935.65
CLM10604,PID12805,2026-08-01,Moderate,211803.23
CLM10605,PID12805,2026-07-08,Minor,65360.27
CLM10606,PID12807,2026-11-10,Minor,35422.89
CLM10607,PID12811,2026-05-24,Minor,202100.94
CLM10608,PID12811,2026-05-24,Moderate,597352.3
CLM10609,PID12823,2023-12-10,Minor,20925.1
CLM10610,PID12835,2025-07-26,Minor,174782.05
CLM10611,PID12836,2026-12-13,Minor,128554.42
CLM10612,PID12836,2026-05-17,Moderate,563436.32
CLM10613,PID12836,2026-04-28,Minor,237652.04
