Vehicle_ID,Customer_ID,Registration_Number,RTO,Make,Model,Vehicle_Type,Fuel_Type,Engine_CC,Manufacturing_Year,Vehicle_Age,IDV
VEH10244,CUST10184,JK14WD8586,JK14,Kia,Sonet,SUV,Diesel,1197,2015,11,284185
VEH10245,CUST10185,JK02GI2295,JK02,Maruti Suzuki,Baleno,Hatchback,CNG,1197,2014,12,137119
VEH10246,CUST10186,JK02GR1647,JK02,Kia,Seltos,SUV,Petrol,1497,2016,10,542998
VEH10247,CUST10187,JK02HX4470,JK02,Maruti Suzuki,WagonR,Hatchback,Petrol,1197,2014,12,185394
VEH10248,CUST10188,JK02SS7498,JK02,Hyundai,Venue,SUV,Diesel,1197,2015,11,249202
VEH10249,CUST10188,JK02IJ9147,JK02,Hyundai,i20,Hatchback,Petrol,1197,2022,4,539587
VEH10250,CUST10188,JK02JK4625,JK02,Kia,Seltos,SUV,Petrol,1497,2018,8,541408
VEH10251,CUST10188,JK02PK3497,JK02,Tata,Harrier,SUV,Diesel,1956,2024,2,1757264
VEH10252,CUST10189,JK12GV9037,JK12,Maruti Suzuki,WagonR,Hatchback,CNG,1197,2022,4,263245
VEH10253,CUST10190,JK14XO1962,JK14,Tata,Punch,SUV,Petrol,1199,2021,5,547775
VEH10254,CUST10191,JK08KV4791,JK08,Maruti Suzuki,Swift,Hatchback,Petrol,1197,2025,1,344073
VEH10255,CUST10191,JK08JQ8916,JK08,Maruti Suzuki,Brezza,SUV,Petrol,1462,2019,7,281386
VEH10256,CUST10192,JK02NH5697,JK02,Hyundai,Creta,SUV,Diesel,1497,2025,1,1483528
VEH10257,CUST10193,JK02NG9625,JK02,Maruti Suzuki,Swift,Hatchback,CNG,1197,2023,3,378108
VEH10258,CUST10193,JK02JK4984,JK02,Kia,Seltos,SUV,Petrol,1497,2011,15,407273
VEH10259,CUST10194,JK02ZQ1519,JK02,Kia,Carens,MPV,Diesel,1497,2025,1,1607333
VEH10260,CUST10195,JK20SC8109,JK20,Maruti Suzuki,Swift,Hatchback,CNG,1197,2020,6,313501
VEH10261,CUST10196,JK02XF8790,JK02,Renault,Triber,MPV,Petrol,999,2023,3,636185
VEH10262,CUST10196,JK02OA6152,JK02,Honda,Elevate,SUV,Petrol,1498,2025,1,1458218
VEH10263,CUST10196,JK02YH4939,JK02,Maruti Suzuki,Brezza,SUV,CNG,1462,2021,5,527480
VEH10264,CUST10197,JK02UR2284,JK02,Maruti Suzuki,Baleno,Hatchback,CNG,1197,2021,5,264076
VEH10265,CUST10197,JK02VI7499,JK02,Maruti Suzuki,Baleno,Hatchback,CNG,1197,2012,14,128883
VEH10266,CUST10198,JK08MJ7150,JK08,Kia,Sonet,SUV,Diesel,1197,2022,4,473913
VEH10267,CUST10199,JK06SC3526,JK06,Maruti Suzuki,Baleno,Hatchback,Petrol,1197,2022,4,532675
VEH10268,CUST10200,JK04AI6896,JK04,Maruti Suzuki,Swift,Hatchback,Petrol,1197,2018,8,164314
VEH10269,CUST10201,JK02CC2524,JK02,Hyundai,Verna,Sedan,Petrol,1497,2020,6,541777
VEH10270,CUST10202,JK02SO4977,JK02,Hyundai,Creta,SUV,Petrol,1497,2020,6,728372
VEH10271,CUST10203,JK02GD3739,JK02,Maruti Suzuki,WagonR,Hatchback,CNG,1197,2022,4,304293
VEH10272,CUST10204,JK02YS9123,JK02,Maruti Suzuki,WagonR,Hatchback,Petrol,1197,2020,6,265522
VEH10273,CUST10205,JK08IQ6399,JK08,Maruti Suzuki,Brezza,SUV,CNG,1462,2022,4,676526
VEH10274,CUST10206,JK14DI4290,JK14,Tata,Harrier,SUV,Diesel,1956,2021,5,1117584
VEH10275,CUST10206,JK14TQ4971,JK14,Renault,Kiger,SUV,Petrol,999,2023,3,719654
VEH10276,CUST10207,JK08PO1440,JK08,Maruti Suzuki,Baleno,Hatchback,CNG,1197,2013,13,217847
VEH10277,CUST10207,JK08VB7703,JK08,Maruti Suzuki,WagonR,Hatchback,Petrol,1197,2019,7,272820
VEH10278,CUST10208,JK08SU2211,JK08,Maruti Suzuki,Baleno,Hatchback,CNG,1197,2022,4,483157
VEH10279,CUST10209,JK02OU6890,JK02,Hyundai,Verna,Sedan,Petrol,1497,2019,7,365872
VEH10280,CUST10210,JK12EP7547,JK12,Tata,Altroz,Hatchback,Diesel,1199,2012,14,206420
VEH10281,CUST10211,JK02NN4621,JK02,Maruti Suzuki,Baleno,Hatchback,CNG,1197,2022,4,445666
VEH10282,CUST10212,JK02DZ8909,JK02,Tata,Harrier,SUV,Diesel,1956,2025,1,1343042
VEH10283,CUST10213,JK02JI4389,JK02,Honda,City,Sedan,Petrol,1498,2021,5,699646
VEH10284,CUST10214,JK02IH2885,JK02,Mahindra,XUV700,SUV,Diesel,1999,2025,1,2685057
VEH10285,CUST10215,JK02GE3623,JK02,Kia,Carens,MPV,Diesel,1497,2023,3,1448297
VEH10286,CUST10216,JK02ER7481,JK02,Hyundai,Venue,SUV,Petrol,1197,2025,1,995701
VEH10287,CUST10217,JK02FT2025,JK02,Hyundai,Venue,SUV,Petrol,1197,2020,6,487602
VEH10288,CUST10218,JK20RM6134,JK20,Hyundai,i20,Hatchback,Petrol,1197,2020,6,363491
VEH10289,CUST10219,JK08QV5873,JK08,Maruti Suzuki,Brezza,SUV,Petrol,1462,2015,11,263094
VEH10290,CUST10220,JK02DJ3316,JK02,Maruti Suzuki,WagonR,Hatchback,CNG,1197,2021,5,331349
VEH10291,CUST10221,JK02MN3838,JK02,Hyundai,Venue,SUV,Diesel,1197,2021,5,501432
VEH10292,CUST10222,JK02QW1157,JK02,Maruti Suzuki,Brezza,SUV,Petrol,1462,2021,5,563703
VEH10293,CUST10223,JK02KM8272,JK02,Tata,Tiago,Hatchback,Petrol,1199,2021,5,373215
VEH10294,CUST10224,JK14AF5729,JK14,Mahindra,Thar,SUV,Diesel,2184,2024,2,1434501
VEH10295,CUST10225,JK02NO5389,JK02,Mahindra,Bolero,SUV,Diesel,1493,2018,8,344465
VEH10296,CUST10226,JK20OZ2677,JK20,Maruti Suzuki,Brezza,SUV,Petrol,1462,2018,8,299629
VEH10297,CUST10226,JK20LJ2425,JK20,Toyota,Innova Crysta,MPV,Diesel,2393,2022,4,1258146
VEH10298,CUST10227,JK02WP8015,JK02,Mahindra,Thar,SUV,Petrol,2184,2024,2,1618379
VEH10299,CUST10228,JK11ON9827,JK11,Maruti Suzuki,Swift,Hatchback,CNG,1197,2024,2,441354
VEH10300,CUST10229,JK04ZR2560,JK04,Honda,Elevate,SUV,Petrol,1498,2024,2,929732
VEH10301,CUST10230,JK02SD3396,JK02,Toyota,Innova Hycross,MPV,Petrol,1987,2019,7,1209421
VEH10302,CUST10230,JK02QJ2237,JK02,Hyundai,i20,Hatchback,Petrol,1197,2020,6,320044
VEH10303,CUST10230,JK02SW8449,JK02,Hyundai,i20,Hatchback,Petrol,1197,2013,13,201278
VEH10304,CUST10230,JK02TL6869,JK02,Maruti Suzuki,Swift,Hatchback,CNG,1197,2016,10,128551
VEH10305,CUST10231,JK20GV6533,JK20,Kia,Sonet,SUV,Petrol,1197,2021,5,646821
VEH10306,CUST10231,JK20XT1752,JK20,Toyota,Fortuner,SUV,Petrol,2755,2025,1,2608044
VEH10307,CUST10231,JK20LA8009,JK20,Maruti Suzuki,Baleno,Hatchback,Petrol,1197,2024,2,672628
VEH10308,CUST10232,JK08CJ2350,JK08,Toyota,Fortuner,SUV,Diesel,2755,2022,4,1930326
VEH10309,CUST10233,JK02LC2559,JK02,Maruti Suzuki,Baleno,Hatchback,CNG,1197,2025,1,459732
VEH10310,CUST10234,JK02AS2975,JK02,Maruti Suzuki,Brezza,SUV,CNG,1462,2011,15,265968
VEH10311,CUST10235,JK02CU2690,JK02,Maruti Suzuki,Brezza,SUV,CNG,1462,2023,3,540326
VEH10312,CUST10236,JK02QR2120,JK02,Kia,Seltos,SUV,Petrol,1497,2021,5,672088
VEH10313,CUST10237,JK02XQ8248,JK02,Mahindra,Scorpio Classic,SUV,Diesel,2184,2016,10,301336
VEH10314,CUST10238,JK02JL3290,JK02,Maruti Suzuki,Brezza,SUV,Petrol,1462,2023,3,581077
VEH10315,CUST10239,JK02HY1439,JK02,Tata,Harrier,SUV,Diesel,1956,2016,10,457712
VEH10316,CUST10240,JK02HB4921,JK02,Hyundai,Verna,Sedan,Petrol,1497,2021,5,526396
VEH10317,CUST10241,JK02XA6916,JK02,Tata,Harrier,SUV,Diesel,1956,2014,12,552814
VEH10318,CUST10242,JK08OE8717,JK08,Tata,Altroz,Hatchback,Petrol,1199,2013,13,152187
VEH10319,CUST10242,JK08GB1990,JK08,Tata,Nexon,SUV,Diesel,1199,2013,13,307804
VEH10320,CUST10243,JK02LK9791,JK02,Mahindra,XUV700,SUV,Petrol,1999,2021,5,1190946
VEH10321,CUST10244,JK02ZE6353,JK02,Maruti Suzuki,Baleno,Hatchback,Petrol,1197,2022,4,397570
VEH10322,CUST10245,JK02BC8118,JK02,Mahindra,Scorpio Classic,SUV,Diesel,2184,2024,2,1139451
VEH10323,CUST10246,JK20DS1185,JK20,Tata,Punch,SUV,CNG,1199,2024,2,699364
VEH10324,CUST10247,JK02ED5403,JK02,Kia,Sonet,SUV,Petrol,1197,2018,8,255773
VEH10325,CUST10248,JK19GZ2262,JK19,Hyundai,Creta,SUV,Diesel,1497,2021,5,479066
VEH10326,CUST10249,JK02EU2889,JK02,Tata,Altroz,Hatchback,CNG,1199,2024,2,481076
VEH10327,CUST10250,JK02BJ3458,JK02,Toyota,Innova Hycross,MPV,Petrol,1987,2024,2,2687552
VEH10328,CUST10251,JK02FG6241,JK02,Mahindra,XUV700,SUV,Petrol,1999,2023,3,2099017
VEH10329,CUST10251,JK02EU1752,JK02,Maruti Suzuki,Swift,Hatchback,Petrol,1197,2013,13,160960
VEH10330,CUST10252,JK06IO1130,JK06,Mahindra,Thar,SUV,Diesel,2184,2023,3,1253835
VEH10331,CUST10252,JK06QM9083,JK06,Kia,Carens,MPV,Petrol,1497,2010,16,403517
VEH10332,CUST10253,JK02GJ1157,JK02,Honda,City,Sedan,Petrol,1498,2013,13,423948
VEH10333,CUST10254,JK02HF4902,JK02,Kia,Carens,MPV,Petrol,1497,2022,4,839146
VEH10334,CUST10255,JK14XN7102,JK14,Maruti Suzuki,Baleno,Hatchback,Petrol,1197,2022,4,482694
VEH10335,CUST10256,JK17BO8126,JK17,Maruti Suzuki,Brezza,SUV,Petrol,1462,2019,7,329654
VEH10336,CUST10257,JK06ST6211,JK06,Toyota,Glanza,Hatchback,Petrol,1197,2022,4,383494
VEH10337,CUST10258,JK11EE8635,JK11,Maruti Suzuki,Swift,Hatchback,Petrol,1197,2023,3,476684
VEH10338,CUST10258,JK11LM2964,JK11,Maruti Suzuki,Baleno,Hatchback,CNG,1197,2025,1,739047
VEH10339,CUST10259,JK02DS6828,JK02,Maruti Suzuki,WagonR,Hatchback,Petrol,1197,2022,4,423023
VEH10340,CUST10260,JK02AK8408,JK02,Kia,Seltos,SUV,Petrol,1497,2021,5,599326
VEH10341,CUST10261,JK04DB4641,JK04,Kia,Seltos,SUV,Diesel,1497,2024,2,1424514
VEH10342,CUST10262,JK02PG2228,JK02,Honda,City,Sedan,Petrol,1498,2025,1,941252
VEH10343,CUST10263,JK02CW6432,JK02,Hyundai,Venue,SUV,Diesel,1197,2024,2,602477
VEH10344,CUST10263,JK02VK1483,JK02,Maruti Suzuki,Brezza,SUV,CNG,1462,2022,4,474360
VEH10345,CUST10264,JK02HW1567,JK02,Toyota,Fortuner,SUV,Diesel,2755,2020,6,1906991
VEH10346,CUST10265,JK06BH3248,JK06,Toyota,Glanza,Hatchback,Petrol,1197,2022,4,558417
VEH10347,CUST10266,JK02ZU6883,JK02,Tata,Nexon,SUV,Diesel,1199,2021,5,530372
VEH10348,CUST10266,JK02IH1427,JK02,Honda,Elevate,SUV,Petrol,1498,2023,3,791508
VEH10349,CUST10266,JK02BZ9674,JK02,Toyota,Fortuner,SUV,Diesel,2755,2023,3,2568659
VEH10350,CUST10266,JK02GV1916,JK02,Maruti Suzuki,Baleno,Hatchback,Petrol,1197,2018,8,280639
VEH10351,CUST10267,JK20YZ3846,JK20,Kia,Sonet,SUV,Diesel,1197,2024,2,1179167
VEH10352,CUST10267,JK20AS3328,JK20,Mahindra,Bolero,SUV,Diesel,1493,2021,5,569335
VEH10353,CUST10268,JK19OE1621,JK19,Toyota,Glanza,Hatchback,Petrol,1197,2025,1,778127
VEH10354,CUST10268,JK19AX4300,JK19,Maruti Suzuki,Brezza,SUV,CNG,1462,2017,9,322764
VEH10355,CUST10268,JK19BD3320,JK19,Maruti Suzuki,WagonR,Hatchback,CNG,1197,2018,8,135809
VEH10356,CUST10269,JK08PI6285,JK08,Honda,Amaze,Sedan,Petrol,1199,2024,2,787170
VEH10357,CUST10270,JK19QE6846,JK19,Kia,Sonet,SUV,Petrol,1197,2024,2,877411
VEH10358,CUST10270,JK19DS7415,JK19,Maruti Suzuki,WagonR,Hatchback,Petrol,1197,2016,10,111365
VEH10359,CUST10271,JK08FO9129,JK08,Honda,Elevate,SUV,Petrol,1498,2024,2,1079644
VEH10360,CUST10272,JK04VR6500,JK04,Maruti Suzuki,Swift,Hatchback,CNG,1197,2022,4,305960
VEH10361,CUST10273,JK02US1788,JK02,Maruti Suzuki,WagonR,Hatchback,CNG,1197,2022,4,262325
VEH10362,CUST10274,JK11JJ8855,JK11,Hyundai,Verna,Sedan,Petrol,1497,2017,9,291167
VEH10363,CUST10274,JK11HI2715,JK11,Hyundai,Creta,SUV,Petrol,1497,2025,1,1099641
VEH10364,CUST10275,JK02IZ8909,JK02,Maruti Suzuki,Swift,Hatchback,CNG,1197,2019,7,297077
VEH10365,CUST10276,JK02BI4112,JK02,Toyota,Innova Hycross,MPV,Hybrid,1987,2022,4,2151224
VEH10366,CUST10277,JK20KO9043,JK20,Maruti Suzuki,Swift,Hatchback,CNG,1197,2024,2,321600
VEH10367,CUST10278,JK02FA3798,JK02,Maruti Suzuki,Brezza,SUV,Petrol,1462,2020,6,426729
VEH10368,CUST10279,JK02MX5341,JK02,Maruti Suzuki,Brezza,SUV,CNG,1462,2025,1,677391
VEH10369,CUST10279,JK02JL5313,JK02,Maruti Suzuki,Brezza,SUV,CNG,1462,2022,4,491169
VEH10370,CUST10280,JK11TR2404,JK11,Tata,Punch,SUV,CNG,1199,2019,7,398640
VEH10371,CUST10280,JK11BK9561,JK11,Tata,Harrier,SUV,Diesel,1956,2022,4,1136506
VEH10372,CUST10281,JK06NX3415,JK06,Maruti Suzuki,Swift,Hatchback,CNG,1197,2024,2,392510
VEH10373,CUST10282,JK12VD7936,JK12,Maruti Suzuki,Baleno,Hatchback,CNG,1197,2025,1,514983
VEH10374,CUST10282,JK12DP6238,JK12,Renault,Triber,MPV,Petrol,999,2015,11,148906
VEH10375,CUST10283,JK02WN1202,JK02,Hyundai,i20,Hatchback,Petrol,1197,2017,9,167697
VEH10376,CUST10284,JK02YO2654,JK02,Maruti Suzuki,Swift,Hatchback,CNG,1197,2017,9,184627
VEH10377,CUST10285,JK11PA5512,JK11,Tata,Harrier,SUV,Diesel,1956,2022,4,888799
VEH10378,CUST10286,JK08BM5400,JK08,Toyota,Innova Hycross,MPV,Petrol,1987,2015,11,727139
VEH10379,CUST10287,JK02VW2609,JK02,Maruti Suzuki,WagonR,Hatchback,Petrol,1197,2012,14,105114
VEH10380,CUST10287,JK02UI7828,JK02,Maruti Suzuki,Brezza,SUV,Petrol,1462,2020,6,359339
VEH10381,CUST10288,JK20TT7126,JK20,Honda,Amaze,Sedan,Petrol,1199,2017,9,190320
VEH10382,CUST10289,JK14UN1474,JK14,Hyundai,Venue,SUV,Petrol,1197,2024,2,608340
VEH10383,CUST10290,JK02SH8605,JK02,Hyundai,i20,Hatchback,Petrol,1197,2021,5,428565
VEH10384,CUST10291,JK08EW6730,JK08,Maruti Suzuki,Brezza,SUV,CNG,1462,2023,3,764869
VEH10385,CUST10292,JK02KE4511,JK02,Maruti Suzuki,Swift,Hatchback,Petrol,1197,2016,10,188826
VEH10386,CUST10292,JK02NW1145,JK02,Maruti Suzuki,Brezza,SUV,Petrol,1462,2022,4,623645
VEH10387,CUST10293,JK14GU6004,JK14,Kia,Seltos,SUV,Diesel,1497,2019,7,755514
VEH10388,CUST10294,JK02GM9530,JK02,Toyota,Glanza,Hatchback,CNG,1197,2017,9,271931
VEH10389,CUST10294,JK02OP5631,JK02,Maruti Suzuki,WagonR,Hatchback,Petrol,1197,2023,3,421798
VEH10390,CUST10295,JK14IH5895,JK14,Renault,Triber,MPV,Petrol,999,2024,2,463812
VEH10391,CUST10296,JK02KI3292,JK02,Kia,Carens,MPV,Diesel,1497,2018,8,601974
VEH10392,CUST10296,JK02KT4111,JK02,Maruti Suzuki,Brezza,SUV,Petrol,1462,2023,3,741879
VEH10393,CUST10297,JK20JH3785,JK20,Kia,Carens,MPV,Petrol,1497,2016,10,429027
VEH10394,CUST10298,JK02SO3999,JK02,Maruti Suzuki,WagonR,Hatchback,CNG,1197,2013,13,173278
VEH10395,CUST10299,JK20KX7089,JK20,Maruti Suzuki,WagonR,Hatchback,CNG,1197,2023,3,415200
VEH10396,CUST10300,JK02MF2963,JK02,Hyundai,Creta,SUV,Diesel,1497,2016,10,363893
VEH10397,CUST10300,JK02WD4281,JK02,Maruti Suzuki,Swift,Hatchback,CNG,1197,2023,3,332563
VEH10398,CUST10301,JK02MQ3897,JK02,Mahindra,Scorpio-N,SUV,Petrol,2198,2023,3,1056918
VEH10399,CUST10302,JK08OE2442,JK08,Maruti Suzuki,Baleno,Hatchback,CNG,1197,2024,2,665703
VEH10400,CUST10303,JK08JA4267,JK08,Hyundai,Verna,Sedan,Petrol,1497,2018,8,398252
VEH10401,CUST10304,JK02RQ5076,JK02,Hyundai,Creta,SUV,Diesel,1497,2024,2,981801
VEH10402,CUST10305,JK12EV5885,JK12,Hyundai,i20,Hatchback,Petrol,1197,2013,13,220398
VEH10403,CUST10306,JK11XZ6615,JK11,Hyundai,Verna,Sedan,Petrol,1497,2010,16,294175
VEH10404,CUST10307,JK02AF3149,JK02,Maruti Suzuki,Brezza,SUV,Petrol,1462,2024,2,807334
VEH10405,CUST10308,JK14JQ9761,JK14,Maruti Suzuki,Swift,Hatchback,Petrol,1197,2020,6,336177
VEH10406,CUST10309,JK08RK7230,JK08,Kia,Seltos,SUV,Diesel,1497,2024,2,1595904
VEH10407,CUST10310,JK08HR9524,JK08,Maruti Suzuki,Swift,Hatchback,Petrol,1197,2023,3,433709
VEH10408,CUST10311,JK02HU9154,JK02,Maruti Suzuki,Swift,Hatchback,Petrol,1197,2024,2,430307
VEH10409,CUST10311,JK02JK3627,JK02,Kia,Seltos,SUV,Diesel,1497,2025,1,1220230
VEH10410,CUST10312,JK08AR2809,JK08,Hyundai,Venue,SUV,Diesel,1197,2017,9,256916
VEH10411,CUST10313,JK02SC5192,JK02,Mahindra,Scorpio-N,SUV,Diesel,2198,2020,6,954361
VEH10412,CUST10313,JK02CE1646,JK02,Maruti Suzuki,Swift,Hatchback,CNG,1197,2016,10,188705
VEH10413,CUST10314,JK02WX1158,JK02,Mahindra,Scorpio-N,SUV,Petrol,2198,2016,10,547312
VEH10414,CUST10315,JK02WC6615,JK02,Hyundai,i20,Hatchback,Petrol,1197,2024,2,567876
VEH10415,CUST10316,JK02RM7909,JK02,Maruti Suzuki,Brezza,SUV,Petrol,1462,2019,7,303709
VEH10416,CUST10316,JK02ZV2699,JK02,Maruti Suzuki,Swift,Hatchback,CNG,1197,2022,4,418974
VEH10417,CUST10316,JK02PU1472,JK02,Tata,Punch,SUV,Petrol,1199,2016,10,213318
VEH10418,CUST10317,JK02LB6148,JK02,Maruti Suzuki,Brezza,SUV,Petrol,1462,2025,1,893512
VEH10419,CUST10317,JK02LS8895,JK02,Toyota,Innova Crysta,MPV,Diesel,2393,2023,3,1338225
VEH10420,CUST10318,JK02BQ3571,JK02,Tata,Harrier,SUV,Diesel,1956,2021,5,1219920
VEH10421,CUST10318,JK02TI6421,JK02,Toyota,Innova Crysta,MPV,Diesel,2393,2012,14,665776
VEH10422,CUST10319,JK20VC8277,JK20,Tata,Tiago,Hatchback,CNG,1199,2017,9,148844
VEH10423,CUST10320,JK02ZT1291,JK02,Hyundai,Creta,SUV,Diesel,1497,2025,1,796936
VEH10424,CUST10320,JK02VU5990,JK02,Tata,Nexon,SUV,Petrol,1199,2015,11,346598
VEH10425,CUST10321,JK02VV8445,JK02,Honda,Amaze,Sedan,Petrol,1199,2023,3,683014
VEH10426,CUST10322,JK02CR1035,JK02,Mahindra,Scorpio-N,SUV,Diesel,2198,2023,3,1854012
VEH10427,CUST10323,JK02XM7704,JK02,Mahindra,Scorpio-N,SUV,Petrol,2198,2025,1,1609310
VEH10428,CUST10324,JK08LU6536,JK08,Toyota,Innova Hycross,MPV,Hybrid,1987,2025,1,1952890
VEH10429,CUST10325,JK02DX8493,JK02,Kia,Carens,MPV,Petrol,1497,2019,7,858447
VEH10430,CUST10325,JK02OL8912,JK02,Maruti Suzuki,Swift,Hatchback,Petrol,1197,2014,12,190677
VEH10431,CUST10326,JK04CR6273,JK04,Mahindra,Scorpio Classic,SUV,Diesel,2184,2021,5,769500
VEH10432,CUST10327,JK20HZ5819,JK20,Honda,City,Sedan,Petrol,1498,2022,4,626935
VEH10433,CUST10327,JK20VO6143,JK20,Hyundai,i20,Hatchback,Petrol,1197,2019,7,242129
VEH10434,CUST10327,JK20RX3173,JK20,Maruti Suzuki,WagonR,Hatchback,Petrol,1197,2012,14,153546
VEH10435,CUST10328,JK19TO7839,JK19,Tata,Nexon,SUV,Diesel,1199,2019,7,457161
VEH10436,CUST10329,JK20JB1927,JK20,Hyundai,Creta,SUV,Petrol,1497,2024,2,960430
VEH10437,CUST10329,JK20VR5835,JK20,Mahindra,Scorpio Classic,SUV,Diesel,2184,2024,2,1180884
VEH10438,CUST10330,JK02TO4892,JK02,Maruti Suzuki,Baleno,Hatchback,CNG,1197,2021,5,431649
VEH10439,CUST10330,JK02KY6122,JK02,Tata,Tiago,Hatchback,Petrol,1199,2012,14,114199
VEH10440,CUST10331,JK20VX7025,JK20,Maruti Suzuki,Brezza,SUV,Petrol,1462,2018,8,387423
VEH10441,CUST10332,JK06ER4063,JK06,Maruti Suzuki,Brezza,SUV,Petrol,1462,2013,13,224440
VEH10442,CUST10333,JK08DP5178,JK08,Maruti Suzuki,WagonR,Hatchback,CNG,1197,2025,1,613768
VEH10443,CUST10334,JK02PU5934,JK02,Maruti Suzuki,WagonR,Hatchback,CNG,1197,2021,5,194105
VEH10444,CUST10334,JK02NY9529,JK02,Kia,Sonet,SUV,Petrol,1197,2025,1,965714
VEH10445,CUST10335,JK02FF6437,JK02,Hyundai,i20,Hatchback,Petrol,1197,2023,3,430169
VEH10446,CUST10336,JK02ZV1144,JK02,Tata,Tiago,Hatchback,CNG,1199,2024,2,546925
VEH10447,CUST10336,JK02YR6258,JK02,Maruti Suzuki,Baleno,Hatchback,Petrol,1197,2022,4,421386
VEH10448,CUST10336,JK02AN7143,JK02,Maruti Suzuki,WagonR,Hatchback,CNG,1197,2021,5,302612
VEH10449,CUST10337,JK04IC2572,JK04,Toyota,Innova Hycross,MPV,Petrol,1987,2024,2,2811818
VEH10450,CUST10338,JK19WL2702,JK19,Tata,Punch,SUV,CNG,1199,2024,2,751187
VEH10451,CUST10339,JK14AS1620,JK14,Maruti Suzuki,Baleno,Hatchback,Petrol,1197,2025,1,504321
VEH10452,CUST10339,JK14BV5237,JK14,Kia,Carens,MPV,Diesel,1497,2022,4,1168912
VEH10453,CUST10340,JK02NQ2036,JK02,Maruti Suzuki,Swift,Hatchback,Petrol,1197,2018,8,268612
VEH10454,CUST10341,JK12HR2417,JK12,Maruti Suzuki,Swift,Hatchback,CNG,1197,2023,3,419979
VEH10455,CUST10341,JK12MN3234,JK12,Hyundai,Creta,SUV,Diesel,1497,2018,8,547695
VEH10456,CUST10342,JK02YA3316,JK02,Tata,Altroz,Hatchback,Petrol,1199,2024,2,720215
VEH10457,CUST10343,JK08HT6633,JK08,Hyundai,Creta,SUV,Petrol,1497,2024,2,855017
VEH10458,CUST10344,JK02FE1891,JK02,Tata,Altroz,Hatchback,CNG,1199,2016,10,210458
VEH10459,CUST10345,JK04GF8982,JK04,Maruti Suzuki,Swift,Hatchback,CNG,1197,2013,13,116805
VEH10460,CUST10346,JK04QX6206,JK04,Maruti Suzuki,WagonR,Hatchback,CNG,1197,2021,5,336570
VEH10461,CUST10347,JK14OJ6182,JK14,Mahindra,Scorpio Classic,SUV,Diesel,2184,2013,13,276266
VEH10462,CUST10348,JK02TL6889,JK02,Kia,Carens,MPV,Diesel,1497,2024,2,1685228
VEH10463,CUST10349,JK02MC2343,JK02,Maruti Suzuki,WagonR,Hatchback,Petrol,1197,2016,10,158097
VEH10464,CUST10350,JK02SX9309,JK02,Mahindra,Scorpio-N,SUV,Diesel,2198,2020,6,1231827
VEH10465,CUST10351,JK02OZ8734,JK02,Maruti Suzuki,WagonR,Hatchback,Petrol,1197,2019,7,216717
VEH10466,CUST10352,JK02DN2483,JK02,Toyota,Fortuner,SUV,Diesel,2755,2022,4,2401162
VEH10467,CUST10353,JK02RT3299,JK02,Kia,Carens,MPV,Petrol,1497,2022,4,843960
VEH10468,CUST10353,JK02YB8989,JK02,Mahindra,XUV700,SUV,Diesel,1999,2024,2,2059808
VEH10469,CUST10354,JK02XJ8695,JK02,Tata,Harrier,SUV,Diesel,1956,2015,11,370921
VEH10470,CUST10355,JK02VG9918,JK02,Maruti Suzuki,WagonR,Hatchback,CNG,1197,2020,6,311721
VEH10471,CUST10355,JK02NJ4651,JK02,Maruti Suzuki,Swift,Hatchback,CNG,1197,2021,5,290448
VEH10472,CUST10355,JK02XA3276,JK02,Hyundai,Verna,Sedan,Petrol,1497,2022,4,528499
VEH10473,CUST10356,JK02EJ2938,JK02,Maruti Suzuki,Baleno,Hatchback,CNG,1197,2019,7,269252
VEH10474,CUST10357,JK02MP7732,JK02,Hyundai,Verna,Sedan,Petrol,1497,2025,1,793982
VEH10475,CUST10358,JK02XD3725,JK02,Maruti Suzuki,Swift,Hatchback,Petrol,1197,2023,3,469607
VEH10476,CUST10359,JK02QW5644,JK02,Tata,Harrier,SUV,Diesel,1956,2013,13,585511
VEH10477,CUST10359,JK02WE7730,JK02,Tata,Tiago,Hatchback,Petrol,1199,2020,6,349533
VEH10478,CUST10359,JK02ER8429,JK02,Tata,Altroz,Hatchback,Petrol,1199,2020,6,324219
VEH10479,CUST10360,JK02FW9263,JK02,Maruti Suzuki,Swift,Hatchback,Petrol,1197,2019,7,286984
VEH10480,CUST10361,JK02WN2925,JK02,Hyundai,Creta,SUV,Petrol,1497,2025,1,1302870
VEH10481,CUST10362,JK04NJ1711,JK04,Maruti Suzuki,Brezza,SUV,CNG,1462,2019,7,328126
VEH10482,CUST10363,JK02JU2600,JK02,Hyundai,Verna,Sedan,Petrol,1497,2022,4,780190
VEH10483,CUST10363,JK02HW7695,JK02,Mahindra,Scorpio-N,SUV,Petrol,2198,2023,3,1060443
VEH10484,CUST10364,JK14JF6175,JK14,Maruti Suzuki,Swift,Hatchback,Petrol,1197,2022,4,288688
VEH10485,CUST10365,JK02WL6990,JK02,Tata,Altroz,Hatchback,CNG,1199,2020,6,363770
VEH10486,CUST10366,JK11EO8925,JK11,Hyundai,Verna,Sedan,Petrol,1497,2023,3,983997
VEH10487,CUST10367,JK02WR4764,JK02,Mahindra,Scorpio Classic,SUV,Diesel,2184,2022,4,723089
VEH10488,CUST10368,JK04UP1852,JK04,Hyundai,i20,Hatchback,Petrol,1197,2024,2,737376
