Policy_Number,RID,RED,IDV,Policy_Tenure,Policy_Term,Total_Claim_Amount,Claim_Count,NCB,Premium,Customer_Area,District,RTO,Make,Model,Vehicle_Type,Fuel_Type,Engine_CC,Manufacturing_Year,Vehicle_First_Registration_Date,Vehicle_Age,Channel_Type,Portfolio_Size,Year_Onboarded,Renewed
POL10238,2025-07-02,2026-07-01,734956,1,365,95089.13,0,0,22048.68,Mendhar,Poonch,JK12,Mahindra,XUV700,SUV,Petrol,1999,2016,2016-11-05,10,Bancassurance,582,2022-09-15,0
POL10239,2019-12-01,2020-11-29,405586,1,365,0.0,0,0,12167.58,Mendhar,Poonch,JK12,Mahindra,Thar,SUV,Diesel,2184,2013,2014-01-10,13,Bancassurance,644,2019-02-11,1
POL10239,2020-11-30,2021-11-29,405586,2,365,0.0,0,20,9734.06,Mendhar,Poonch,JK12,Mahindra,Thar,SUV,Diesel,2184,2013,2014-01-10,13,Bancassurance,644,2019-02-11,1
POL10239,2021-11-30,2022-11-29,405586,3,365,54334.19,0,25,9125.68,Mendhar,Poonch,JK12,Mahindra,Thar,SUV,Diesel,2184,2013,2014-01-10,13,Bancassurance,644,2019-02-11,1
POL10239,2022-11-30,2023-11-29,405586,4,365,37206.49,0,35,7908.93,Mendhar,Poonch,JK12,Mahindra,Thar,SUV,Diesel,2184,2013,2014-01-10,13,Bancassurance,644,2019-02-11,1
POL10239,2023-11-30,2024-11-28,405586,5,365,0.0,0,45,6692.17,Mendhar,Poonch,JK12,Mahindra,Thar,SUV,Diesel,2184,2013,2014-01-10,13,Bancassurance,644,2019-02-11,1
POL10239,2024-11-29,2025-11-28,405586,6,365,0.0,0,50,6083.79,Mendhar,Poonch,JK12,Mahindra,Thar,SUV,Diesel,2184,2013,2014-01-10,13,Bancassurance,644,2019-02-11,1
POL10239,2025-11-29,2026-11-28,405586,7,365,0.0,0,50,6083.79,Mendhar,Poonch,JK12,Mahindra,Thar,SUV,Diesel,2184,2013,2014-01-10,13,Bancassurance,644,2019-02-11,0
POL10240,2025-12-14,2026-12-13,633128,1,365,0.0,0,0,18993.84,Chenani,Udhampur,JK14,Renault,Kiger,SUV,Petrol,999,2024,2024-09-30,2,Prime Broker,574,2020-01-11,0
POL10241,2025-12-06,2026-12-05,436149,1,365,0.0,1,0,14392.92,Samba,Samba,JK08,Maruti Suzuki,Baleno,Hatchback,Petrol,1197,2024,2025-05-22,2,Prime Broker,479,2022-05-05,0
POL10242,2024-01-10,2025-01-08,169705,1,365,0.0,0,0,5091.15,Gandhi Nagar,Jammu,JK02,Tata,Altroz,Hatchback,CNG,1199,2014,2015-06-04,12,POSP,85,2022-10-02,1
POL10242,2025-01-09,2026-01-08,169705,2,365,0.0,0,20,4072.92,Gandhi Nagar,Jammu,JK02,Tata,Altroz,Hatchback,CNG,1199,2014,2015-06-04,12,POSP,85,2022-10-02,1
POL10242,2026-01-09,2027-01-08,169705,3,365,0.0,0,25,3818.36,Gandhi Nagar,Jammu,JK02,Tata,Altroz,Hatchback,CNG,1199,2014,2015-06-04,12,POSP,85,2022-10-02,0
POL10243,2017-04-19,2018-04-18,234863,1,365,0.0,0,0,7045.89,Gandhi Nagar,Jammu,JK02,Mahindra,Bolero,SUV,Diesel,1493,2012,2012-12-26,14,POSP,92,2017-03-22,1
POL10243,2018-04-19,2019-04-18,234863,2,365,0.0,0,20,5636.71,Gandhi Nagar,Jammu,JK02,Mahindra,Bolero,SUV,Diesel,1493,2012,2012-12-26,14,POSP,92,2017-03-22,1
POL10243,2019-04-19,2020-04-17,234863,3,365,40007.43,0,25,5284.42,Gandhi Nagar,Jammu,JK02,Mahindra,Bolero,SUV,Diesel,1493,2012,2012-12-26,14,POSP,92,2017-03-22,1
POL10243,2020-04-18,2021-04-17,234863,4,365,0.0,0,35,4579.83,Gandhi Nagar,Jammu,JK02,Mahindra,Bolero,SUV,Diesel,1493,2012,2012-12-26,14,POSP,92,2017-03-22,1
POL10243,2021-04-18,2022-04-17,234863,5,365,0.0,1,45,4262.76,Gandhi Nagar,Jammu,JK02,Mahindra,Bolero,SUV,Diesel,1493,2012,2012-12-26,14,POSP,92,2017-03-22,1
POL10243,2022-04-18,2023-04-17,234863,6,365,0.0,0,0,7045.89,Gandhi Nagar,Jammu,JK02,Mahindra,Bolero,SUV,Diesel,1493,2012,2012-12-26,14,POSP,92,2017-03-22,1
POL10243,2023-04-18,2024-04-16,234863,7,365,0.0,1,20,6200.38,Gandhi Nagar,Jammu,JK02,Mahindra,Bolero,SUV,Diesel,1493,2012,2012-12-26,14,POSP,92,2017-03-22,1
POL10243,2024-04-17,2025-04-16,234863,8,365,0.0,0,0,7045.89,Gandhi Nagar,Jammu,JK02,Mahindra,Bolero,SUV,Diesel,1493,2012,2012-12-26,14,POSP,92,2017-03-22,1
POL10243,2025-04-17,2026-04-16,234863,9,365,13342.8,0,20,5636.71,Gandhi Nagar,Jammu,JK02,Mahindra,Bolero,SUV,Diesel,1493,2012,2012-12-26,14,POSP,92,2017-03-22,1
POL10243,2026-04-17,2027-04-16,234863,10,365,0.0,0,25,5284.42,Gandhi Nagar,Jammu,JK02,Mahindra,Bolero,SUV,Diesel,1493,2012,2012-12-26,14,POSP,92,2017-03-22,0
POL10244,2025-09-22,2026-09-21,2117253,1,365,0.0,0,0,63517.59,Gandhi Nagar,Jammu,JK02,Mahindra,Scorpio-N,SUV,Diesel,2198,2024,2025-07-24,2,Agency,286,2019-07-20,0
POL10245,2023-01-29,2024-01-28,1036369,1,365,115321.83,0,0,31091.07,Gandhi Nagar,Jammu,JK02,Toyota,Innova Hycross,MPV,Hybrid,1987,2017,2018-02-17,9,Prime Broker,455,2021-03-06,1
POL10245,2024-01-29,2025-01-27,1036369,2,365,0.0,0,20,24872.86,Gandhi Nagar,Jammu,JK02,Toyota,Innova Hycross,MPV,Hybrid,1987,2017,2018-02-17,9,Prime Broker,455,2021-03-06,1
POL10245,2025-01-28,2026-01-27,1036369,3,365,0.0,0,25,23318.3,Gandhi Nagar,Jammu,JK02,Toyota,Innova Hycross,MPV,Hybrid,1987,2017,2018-02-17,9,Prime Broker,455,2021-03-06,1
POL10245,2026-01-28,2027-01-27,1036369,4,365,0.0,0,35,20209.2,Gandhi Nagar,Jammu,JK02,Toyota,Innova Hycross,MPV,Hybrid,1987,2017,2018-02-17,9,Prime Broker,455,2021-03-06,0
POL10246,2024-05-30,2025-05-29,172339,1,365,0.0,0,0,5170.17,Akhnoor,Jammu,JK02,Maruti Suzuki,WagonR,Hatchback,Petrol,1197,2016,2017-07-27,10,Prime Broker,327,2022-04-26,1
POL10246,2025-05-30,2026-05-29,172339,2,365,0.0,0,20,4136.14,Akhnoor,Jammu,JK02,Maruti Suzuki,WagonR,Hatchback,Petrol,1197,2016,2017-07-27,10,Prime Broker,327,2022-04-26,1
POL10246,2026-05-30,2027-05-29,172339,3,365,0.0,1,25,4265.39,Akhnoor,Jammu,JK02,Maruti Suzuki,WagonR,Hatchback,Petrol,1197,2016,2017-07-27,10,Prime Broker,327,2022-04-26,0
POL10247,2023-11-10,2024-11-08,329341,1,365,0.0,0,0,9880.23,Talab Tillo,Jammu,JK02,Maruti Suzuki,Brezza,SUV,Petrol,1462,2019,2020-02-01,7,Bancassurance,453,2020-01-20,1
POL10247,2024-11-09,2025-11-08,329341,2,365,0.0,0,20,7904.18,Talab Tillo,Jammu,JK02,Maruti Suzuki,Brezza,SUV,Petrol,1462,2019,2020-02-01,7,Bancassurance,453,2020-01-20,1
POL10247,2025-11-09,2026-11-08,329341,3,365,0.0,0,25,7410.17,Talab Tillo,Jammu,JK02,Maruti Suzuki,Brezza,SUV,Petrol,1462,2019,2020-02-01,7,Bancassurance,453,2020-01-20,0
POL10248,2025-12-31,2026-12-30,749513,1,365,0.0,0,0,22485.39,Katra,Reasi,JK20,Hyundai,Verna,Sedan,Petrol,1497,2025,2026-03-04,1,POSP,84,2022-07-12,0
POL10249,2023-11-17,2024-11-15,264416,1,365,0.0,0,0,7932.48,Katra,Reasi,JK20,Renault,Kwid,Hatchback,Petrol,999,2021,2022-03-31,5,Dealer,210,2023-04-23,1
POL10249,2024-11-16,2025-11-15,264416,2,365,0.0,0,20,6345.98,Katra,Reasi,JK20,Renault,Kwid,Hatchback,Petrol,999,2021,2022-03-31,5,Dealer,210,2023-04-23,1
POL10249,2025-11-16,2026-11-15,264416,3,365,0.0,0,25,5949.36,Katra,Reasi,JK20,Renault,Kwid,Hatchback,Petrol,999,2021,2022-03-31,5,Dealer,210,2023-04-23,0
POL10250,2023-12-04,2024-12-02,816601,1,365,0.0,0,0,24498.03,Satwari,Jammu,JK02,Mahindra,Scorpio Classic,SUV,Diesel,2184,2020,2020-09-12,6,Dealer,135,2021-01-07,1
POL10250,2024-12-03,2025-12-02,816601,2,365,0.0,0,20,19598.42,Satwari,Jammu,JK02,Mahindra,Scorpio Classic,SUV,Diesel,2184,2020,2020-09-12,6,Dealer,135,2021-01-07,1
POL10250,2025-12-03,2026-12-02,816601,3,365,110129.41,0,25,18373.52,Satwari,Jammu,JK02,Mahindra,Scorpio Classic,SUV,Diesel,2184,2020,2020-09-12,6,Dealer,135,2021-01-07,0
POL10251,2025-12-31,2026-12-30,942740,1,365,0.0,0,0,28282.2,Gandhi Nagar,Jammu,JK02,Hyundai,Venue,SUV,Diesel,1197,2025,2026-04-05,1,Prime Broker,577,2023-08-05,0
POL10252,2025-03-30,2026-03-29,472542,1,365,0.0,1,0,15593.89,Ghagwal,Samba,JK08,Tata,Tiago,Hatchback,CNG,1199,2024,2025-02-28,2,Agency,219,2021-02-03,1
POL10252,2026-03-30,2027-03-29,472542,2,365,0.0,1,0,15593.89,Ghagwal,Samba,JK08,Tata,Tiago,Hatchback,CNG,1199,2024,2025-02-28,2,Agency,219,2021-02-03,0
POL10253,2024-01-20,2025-01-18,652659,1,365,0.0,1,0,21537.75,Bhaderwah,Doda,JK06,Honda,Amaze,Sedan,Petrol,1199,2023,2024-01-13,3,POSP,86,2023-04-24,1
POL10253,2025-01-19,2026-01-18,652659,2,365,0.0,0,0,19579.77,Bhaderwah,Doda,JK06,Honda,Amaze,Sedan,Petrol,1199,2023,2024-01-13,3,POSP,86,2023-04-24,1
POL10253,2026-01-19,2027-01-18,652659,3,365,0.0,0,20,15663.82,Bhaderwah,Doda,JK06,Honda,Amaze,Sedan,Petrol,1199,2023,2024-01-13,3,POSP,86,2023-04-24,0
POL10254,2025-11-08,2026-11-07,219588,1,365,0.0,0,0,6587.64,Dayalachak,Kathua,JK04,Mahindra,Bolero,SUV,Diesel,1493,2016,2017-02-05,10,Bancassurance,340,2019-05-28,0
POL10255,2025-12-05,2026-12-04,783340,1,365,110177.21,0,0,23500.2,Dayalachak,Kathua,JK04,Hyundai,i20,Hatchback,Petrol,1197,2024,2025-02-26,2,POSP,65,2025-10-05,0
POL10256,2024-03-13,2025-03-12,195000,1,365,0.0,0,0,5850.0,Dayalachak,Kathua,JK04,Honda,Amaze,Sedan,Petrol,1199,2013,2014-04-18,13,Agency,208,2019-01-15,1
POL10256,2025-03-13,2026-03-12,195000,2,365,0.0,0,20,4680.0,Dayalachak,Kathua,JK04,Honda,Amaze,Sedan,Petrol,1199,2013,2014-04-18,13,Agency,208,2019-01-15,1
POL10256,2026-03-13,2027-03-12,195000,3,365,0.0,0,25,4387.5,Dayalachak,Kathua,JK04,Honda,Amaze,Sedan,Petrol,1199,2013,2014-04-18,13,Agency,208,2019-01-15,0
POL10257,2025-12-31,2026-12-30,617869,1,365,0.0,0,0,18536.07,Arnia,Jammu,JK02,Kia,Sonet,SUV,Diesel,1197,2025,2026-06-20,1,Prime Broker,374,2018-01-14,0
POL10258,2025-12-31,2026-12-30,792595,1,365,68444.62,0,0,23777.85,Rehari,Jammu,JK02,Hyundai,i20,Hatchback,Petrol,1197,2025,2026-03-01,1,Prime Broker,527,2017-12-19,0
POL10259,2025-03-27,2026-03-26,114836,1,365,12652.71,2,0,4134.1,Rehari,Jammu,JK02,Maruti Suzuki,Swift,Hatchback,Petrol,1197,2016,2017-07-19,10,Agency,248,2023-03-21,1
POL10259,2026-03-27,2027-03-26,114836,2,365,0.0,0,0,3445.08,Rehari,Jammu,JK02,Maruti Suzuki,Swift,Hatchback,Petrol,1197,2016,2017-07-19,10,Agency,248,2023-03-21,0
POL10260,2024-12-19,2025-12-18,341856,1,365,0.0,0,0,10255.68,Rehari,Jammu,JK02,Honda,Elevate,SUV,Petrol,1498,2017,2017-10-17,9,Prime Broker,529,2022-02-24,1
POL10260,2025-12-19,2026-12-18,341856,2,365,0.0,0,20,8204.54,Rehari,Jammu,JK02,Honda,Elevate,SUV,Petrol,1498,2017,2017-10-17,9,Prime Broker,529,2022-02-24,0
POL10261,2025-11-02,2026-11-01,919844,1,365,0.0,0,0,27595.32,Marh,Jammu,JK02,Maruti Suzuki,Brezza,SUV,Petrol,1462,2025,2025-07-31,1,Prime Broker,295,2020-11-20,0
POL10262,2025-12-24,2026-12-23,517155,1,365,0.0,0,0,15514.65,Jewel Chowk,Jammu,JK02,Tata,Punch,SUV,Petrol,1199,2025,2025-12-24,1,Prime Broker,290,2016-11-25,0
POL10263,2025-12-19,2026-12-18,517584,1,365,0.0,0,0,15527.52,Samba,Samba,JK08,Maruti Suzuki,Baleno,Hatchback,Petrol,1197,2023,2023-08-02,3,Dealer,84,2025-12-18,0
POL10264,2025-08-11,2026-08-10,533195,1,365,53655.99,1,0,17595.44,Samba,Samba,JK08,Hyundai,Creta,SUV,Petrol,1497,2020,2020-11-24,6,Prime Broker,428,2024-09-16,0
POL10265,2025-07-29,2026-07-28,430888,1,365,0.0,0,0,12926.64,Samba,Samba,JK08,Maruti Suzuki,Baleno,Hatchback,CNG,1197,2022,2022-12-21,4,Bancassurance,424,2024-04-03,0
POL10266,2024-05-18,2025-05-17,677247,1,365,0.0,0,0,20317.41,Chenani,Udhampur,JK14,Maruti Suzuki,Brezza,SUV,CNG,1462,2023,2023-11-12,3,Dealer,126,2023-02-11,1
POL10266,2025-05-18,2026-05-17,677247,2,365,0.0,1,20,17879.32,Chenani,Udhampur,JK14,Maruti Suzuki,Brezza,SUV,CNG,1462,2023,2023-11-12,3,Dealer,126,2023-02-11,1
POL10266,2026-05-18,2027-05-17,677247,3,365,0.0,0,0,20317.41,Chenani,Udhampur,JK14,Maruti Suzuki,Brezza,SUV,CNG,1462,2023,2023-11-12,3,Dealer,126,2023-02-11,0
POL10267,2024-10-27,2025-10-26,346602,1,365,0.0,0,0,10398.06,Bari Brahmana,Samba,JK08,Mahindra,Thar,SUV,Diesel,2184,2012,2013-06-25,14,Prime Broker,302,2024-07-10,1
POL10267,2025-10-27,2026-10-26,346602,2,365,0.0,0,20,8318.45,Bari Brahmana,Samba,JK08,Mahindra,Thar,SUV,Diesel,2184,2012,2013-06-25,14,Prime Broker,302,2024-07-10,0
POL10268,2025-04-19,2026-04-18,105619,1,365,0.0,0,0,3168.57,Bari Brahmana,Samba,JK08,Maruti Suzuki,Swift,Hatchback,Petrol,1197,2011,2011-01-08,15,Bancassurance,424,2024-04-03,1
POL10268,2026-04-19,2027-04-18,105619,2,365,0.0,0,20,2534.86,Bari Brahmana,Samba,JK08,Maruti Suzuki,Swift,Hatchback,Petrol,1197,2011,2011-01-08,15,Bancassurance,424,2024-04-03,0
POL10269,2025-04-13,2026-04-12,166599,1,365,0.0,1,0,5497.77,Bahu Plaza,Jammu,JK02,Maruti Suzuki,Baleno,Hatchback,CNG,1197,2013,2013-05-19,13,Prime Broker,341,2020-01-12,1
POL10269,2026-04-13,2027-04-12,166599,2,365,0.0,0,0,4997.97,Bahu Plaza,Jammu,JK02,Maruti Suzuki,Baleno,Hatchback,CNG,1197,2013,2013-05-19,13,Prime Broker,341,2020-01-12,0
POL10270,2024-05-10,2025-05-09,254498,1,365,29336.85,0,0,7634.94,Poonch,Poonch,JK12,Maruti Suzuki,WagonR,Hatchback,CNG,1197,2021,2021-05-12,5,Agency,267,2024-03-05,1
POL10270,2025-05-10,2026-05-09,254498,2,365,0.0,0,20,6107.95,Poonch,Poonch,JK12,Maruti Suzuki,WagonR,Hatchback,CNG,1197,2021,2021-05-12,5,Agency,267,2024-03-05,1
POL10270,2026-05-10,2027-05-09,254498,3,365,0.0,0,25,5726.2,Poonch,Poonch,JK12,Maruti Suzuki,WagonR,Hatchback,CNG,1197,2021,2021-05-12,5,Agency,267,2024-03-05,0
POL10271,2025-09-25,2026-09-24,1174624,1,365,0.0,0,0,35238.72,Canal Road,Jammu,JK02,Hyundai,Verna,Sedan,Petrol,1497,2024,2025-07-12,2,Agency,170,2024-06-16,0
POL10272,2025-11-10,2026-11-09,1731115,1,365,482737.85,0,0,51933.45,Akhnoor,Jammu,JK02,Mahindra,Thar,SUV,Petrol,2184,2024,2025-09-19,2,Prime Broker,548,2021-09-14,0
POL10273,2022-09-15,2023-09-14,265927,1,365,0.0,0,0,7977.81,Akhnoor,Jammu,JK02,Maruti Suzuki,Baleno,Hatchback,Petrol,1197,2017,2017-12-26,9,POSP,49,2022-01-18,1
POL10273,2023-09-15,2024-09-13,265927,2,365,0.0,0,20,6382.25,Akhnoor,Jammu,JK02,Maruti Suzuki,Baleno,Hatchback,Petrol,1197,2017,2017-12-26,9,POSP,49,2022-01-18,1
POL10273,2024-09-14,2025-09-13,265927,3,365,51764.25,0,25,5983.36,Akhnoor,Jammu,JK02,Maruti Suzuki,Baleno,Hatchback,Petrol,1197,2017,2017-12-26,9,POSP,49,2022-01-18,1
POL10273,2025-09-14,2026-09-13,265927,4,365,0.0,0,35,5185.58,Akhnoor,Jammu,JK02,Maruti Suzuki,Baleno,Hatchback,Petrol,1197,2017,2017-12-26,9,POSP,49,2022-01-18,0
POL10274,2025-10-05,2026-10-04,457658,1,365,0.0,0,0,13729.74,Channi Himmat,Jammu,JK02,Kia,Seltos,SUV,Diesel,1497,2020,2020-11-02,6,Prime Broker,585,2025-10-02,0
POL10275,2025-09-15,2026-09-14,940713,1,365,0.0,0,0,28221.39,Satwari,Jammu,JK02,Hyundai,Verna,Sedan,Petrol,1497,2023,2024-05-04,3,POSP,68,2020-12-05,0
POL10276,2021-12-19,2022-12-18,1407336,1,365,0.0,2,0,50664.1,Satwari,Jammu,JK02,Mahindra,XUV700,SUV,Diesel,1999,2021,2021-12-11,5,Prime Broker,488,2021-03-24,1
POL10276,2022-12-19,2023-12-18,1407336,2,365,142597.87,0,0,42220.08,Satwari,Jammu,JK02,Mahindra,XUV700,SUV,Diesel,1999,2021,2021-12-11,5,Prime Broker,488,2021-03-24,1
POL10276,2023-12-19,2024-12-17,1407336,3,365,0.0,0,20,33776.06,Satwari,Jammu,JK02,Mahindra,XUV700,SUV,Diesel,1999,2021,2021-12-11,5,Prime Broker,488,2021-03-24,1
POL10276,2024-12-18,2025-12-17,1407336,4,365,0.0,0,25,31665.06,Satwari,Jammu,JK02,Mahindra,XUV700,SUV,Diesel,1999,2021,2021-12-11,5,Prime Broker,488,2021-03-24,1
POL10276,2025-12-18,2026-12-17,1407336,5,365,0.0,0,35,27443.05,Satwari,Jammu,JK02,Mahindra,XUV700,SUV,Diesel,1999,2021,2021-12-11,5,Prime Broker,488,2021-03-24,0
POL10277,2025-12-25,2026-12-24,223443,1,365,0.0,0,0,6703.29,Janipur,Jammu,JK02,Maruti Suzuki,Swift,Hatchback,CNG,1197,2017,2018-07-14,9,Prime Broker,585,2025-10-02,0
POL10278,2020-02-08,2021-02-06,689687,1,365,0.0,0,0,20690.61,Arnia,Jammu,JK02,Mahindra,XUV700,SUV,Petrol,1999,2013,2014-02-13,13,Agency,149,2019-06-14,1
POL10278,2021-02-07,2022-02-06,689687,2,365,0.0,0,20,16552.49,Arnia,Jammu,JK02,Mahindra,XUV700,SUV,Petrol,1999,2013,2014-02-13,13,Agency,149,2019-06-14,1
POL10278,2022-02-07,2023-02-06,689687,3,365,0.0,0,25,15517.96,Arnia,Jammu,JK02,Mahindra,XUV700,SUV,Petrol,1999,2013,2014-02-13,13,Agency,149,2019-06-14,1
POL10278,2023-02-07,2024-02-06,689687,4,365,0.0,0,35,13448.9,Arnia,Jammu,JK02,Mahindra,XUV700,SUV,Petrol,1999,2013,2014-02-13,13,Agency,149,2019-06-14,1
POL10278,2024-02-07,2025-02-05,689687,5,365,0.0,0,45,11379.84,Arnia,Jammu,JK02,Mahindra,XUV700,SUV,Petrol,1999,2013,2014-02-13,13,Agency,149,2019-06-14,1
POL10278,2025-02-06,2026-02-05,689687,6,365,0.0,0,50,10345.31,Arnia,Jammu,JK02,Mahindra,XUV700,SUV,Petrol,1999,2013,2014-02-13,13,Agency,149,2019-06-14,1
POL10278,2026-02-06,2027-02-05,689687,7,365,64653.63,1,50,11379.84,Arnia,Jammu,JK02,Mahindra,XUV700,SUV,Petrol,1999,2013,2014-02-13,13,Agency,149,2019-06-14,0
POL10279,2024-08-04,2025-08-03,145341,1,365,7708.81,0,0,4360.23,Bakshi Nagar,Jammu,JK02,Maruti Suzuki,Baleno,Hatchback,Petrol,1197,2013,2013-04-14,13,Prime Broker,456,2021-01-04,1
POL10279,2025-08-04,2026-08-03,145341,2,365,0.0,0,20,3488.18,Bakshi Nagar,Jammu,JK02,Maruti Suzuki,Baleno,Hatchback,Petrol,1197,2013,2013-04-14,13,Prime Broker,456,2021-01-04,0
POL10280,2022-10-03,2023-10-02,508963,1,365,238845.06,0,0,15268.89,Katra,Reasi,JK20,Tata,Harrier,SUV,Diesel,1956,2013,2014-05-30,13,Prime Broker,447,2018-03-21,1
POL10280,2023-10-03,2024-10-01,508963,2,365,0.0,0,20,12215.11,Katra,Reasi,JK20,Tata,Harrier,SUV,Diesel,1956,2013,2014-05-30,13,Prime Broker,447,2018-03-21,1
POL10280,2024-10-02,2025-10-01,508963,3,365,0.0,0,25,11451.67,Katra,Reasi,JK20,Tata,Harrier,SUV,Diesel,1956,2013,2014-05-30,13,Prime Broker,447,2018-03-21,1
POL10280,2025-10-02,2026-10-01,508963,4,365,0.0,0,35,9924.78,Katra,Reasi,JK20,Tata,Harrier,SUV,Diesel,1956,2013,2014-05-30,13,Prime Broker,447,2018-03-21,0
POL10281,2024-01-13,2025-01-11,307151,1,365,0.0,0,0,9214.53,Bari Brahmana,Samba,JK08,Tata,Punch,SUV,Petrol,1199,2019,2020-02-15,7,Agency,250,2022-07-23,1
POL10281,2025-01-12,2026-01-11,307151,2,365,0.0,0,20,7371.62,Bari Brahmana,Samba,JK08,Tata,Punch,SUV,Petrol,1199,2019,2020-02-15,7,Agency,250,2022-07-23,1
POL10281,2026-01-12,2027-01-11,307151,3,365,0.0,0,25,6910.9,Bari Brahmana,Samba,JK08,Tata,Punch,SUV,Petrol,1199,2019,2020-02-15,7,Agency,250,2022-07-23,0
POL10282,2024-03-29,2025-03-28,298186,1,365,0.0,0,0,8945.58,Bahu Plaza,Jammu,JK02,Maruti Suzuki,Brezza,SUV,CNG,1462,2018,2018-10-29,8,Agency,122,2023-01-02,1
POL10282,2025-03-29,2026-03-28,298186,2,365,0.0,0,20,7156.46,Bahu Plaza,Jammu,JK02,Maruti Suzuki,Brezza,SUV,CNG,1462,2018,2018-10-29,8,Agency,122,2023-01-02,1
POL10282,2026-03-29,2027-03-28,298186,3,365,59864.51,0,25,6709.18,Bahu Plaza,Jammu,JK02,Maruti Suzuki,Brezza,SUV,CNG,1462,2018,2018-10-29,8,Agency,122,2023-01-02,0
POL10283,2025-05-22,2026-05-21,299908,1,365,0.0,0,0,8997.24,Bahu Plaza,Jammu,JK02,Maruti Suzuki,WagonR,Hatchback,CNG,1197,2020,2021-03-06,6,Agency,212,2024-10-26,1
POL10283,2026-05-22,2027-05-21,299908,2,365,0.0,0,20,7197.79,Bahu Plaza,Jammu,JK02,Maruti Suzuki,WagonR,Hatchback,CNG,1197,2020,2021-03-06,6,Agency,212,2024-10-26,0
POL10284,2025-12-26,2026-12-25,848576,1,365,0.0,0,0,25457.28,Bakshi Nagar,Jammu,JK02,Toyota,Glanza,Hatchback,CNG,1197,2025,2025-05-17,1,POSP,89,2025-08-12,0
POL10285,2025-02-22,2026-02-21,765191,1,365,0.0,0,0,22955.73,Bakshi Nagar,Jammu,JK02,Hyundai,Verna,Sedan,Petrol,1497,2024,2025-01-19,2,Prime Broker,481,2018-08-23,1
POL10285,2026-02-22,2027-02-21,765191,2,365,112460.55,0,20,18364.58,Bakshi Nagar,Jammu,JK02,Hyundai,Verna,Sedan,Petrol,1497,2024,2025-01-19,2,Prime Broker,481,2018-08-23,0
POL10286,2022-01-02,2023-01-01,640565,1,365,0.0,0,0,19216.95,Gandhi Nagar,Jammu,JK02,Tata,Nexon,SUV,Diesel,1199,2021,2021-03-24,5,Prime Broker,407,2021-11-25,1
POL10286,2023-01-02,2024-01-01,640565,2,365,0.0,0,20,15373.56,Gandhi Nagar,Jammu,JK02,Tata,Nexon,SUV,Diesel,1199,2021,2021-03-24,5,Prime Broker,407,2021-11-25,1
POL10286,2024-01-02,2024-12-31,640565,3,365,61423.4,0,25,14412.71,Gandhi Nagar,Jammu,JK02,Tata,Nexon,SUV,Diesel,1199,2021,2021-03-24,5,Prime Broker,407,2021-11-25,1
POL10286,2025-01-01,2025-12-31,640565,4,365,223276.07,0,35,12491.02,Gandhi Nagar,Jammu,JK02,Tata,Nexon,SUV,Diesel,1199,2021,2021-03-24,5,Prime Broker,407,2021-11-25,1
POL10286,2026-01-01,2026-12-31,640565,5,365,0.0,0,45,10569.32,Gandhi Nagar,Jammu,JK02,Tata,Nexon,SUV,Diesel,1199,2021,2021-03-24,5,Prime Broker,407,2021-11-25,0
POL10287,2024-03-24,2025-03-23,470136,1,365,0.0,0,0,14104.08,Chenani,Udhampur,JK14,Kia,Carens,MPV,Petrol,1497,2016,2017-07-28,10,Agency,262,2024-02-10,1
POL10287,2025-03-24,2026-03-23,470136,2,365,74472.1,0,20,11283.26,Chenani,Udhampur,JK14,Kia,Carens,MPV,Petrol,1497,2016,2017-07-28,10,Agency,262,2024-02-10,1
POL10287,2026-03-24,2027-03-23,470136,3,365,24923.47,0,25,10578.06,Chenani,Udhampur,JK14,Kia,Carens,MPV,Petrol,1497,2016,2017-07-28,10,Agency,262,2024-02-10,0
POL10288,2024-12-19,2025-12-18,197516,1,365,0.0,1,0,6518.03,Shastri Nagar,Jammu,JK02,Maruti Suzuki,Baleno,Hatchback,CNG,1197,2017,2017-01-15,9,Prime Broker,266,2021-07-14,1
POL10288,2025-12-19,2026-12-18,197516,2,365,29482.42,0,0,5925.48,Shastri Nagar,Jammu,JK02,Maruti Suzuki,Baleno,Hatchback,CNG,1197,2017,2017-01-15,9,Prime Broker,266,2021-07-14,0
POL10289,2025-11-02,2026-11-01,1330655,1,365,0.0,0,0,39919.65,Katra,Reasi,JK20,Hyundai,Creta,SUV,Petrol,1497,2024,2024-05-05,2,Prime Broker,574,2020-01-11,0
POL10290,2025-10-07,2026-10-06,348938,1,365,0.0,2,0,12561.77,Janipur,Jammu,JK02,Honda,City,Sedan,Petrol,1498,2018,2019-06-15,8,Prime Broker,554,2021-11-25,0
POL10291,2023-05-21,2024-05-19,358849,1,365,0.0,0,0,10765.47,Rajouri,Rajouri,JK11,Hyundai,Venue,SUV,Diesel,1197,2020,2020-11-18,6,Bancassurance,619,2022-11-01,1
POL10291,2024-05-20,2025-05-19,358849,2,365,0.0,0,20,8612.38,Rajouri,Rajouri,JK11,Hyundai,Venue,SUV,Diesel,1197,2020,2020-11-18,6,Bancassurance,619,2022-11-01,1
POL10291,2025-05-20,2026-05-19,358849,3,365,0.0,0,25,8074.1,Rajouri,Rajouri,JK11,Hyundai,Venue,SUV,Diesel,1197,2020,2020-11-18,6,Bancassurance,619,2022-11-01,1
