Vehicle_ID,Customer_ID,Registration_Number,RTO,Make,Model,Vehicle_Type,Fuel_Type,Engine_CC,Manufacturing_Year,Vehicle_First_Registration_Date,Vehicle_Age,IDV
VEH10216,CUST10172,JK04KS8749,JK04,Renault,Kwid,Hatchback,Petrol,999,2024,2025-06-26,2,252800
VEH10217,CUST10173,JK02IY4737,JK02,Maruti Suzuki,Baleno,Hatchback,CNG,1197,2021,2022-03-20,5,420443
VEH10218,CUST10174,JK02RO1286,JK02,Honda,City,Sedan,Petrol,1498,2017,2017-05-28,9,398179
VEH10219,CUST10175,JK02XO8113,JK02,Maruti Suzuki,Baleno,Hatchback,CNG,1197,2023,2023-12-10,3,566718
VEH10220,CUST10175,JK02RL5358,JK02,Mahindra,Bolero,SUV,Diesel,1493,2025,2026-07-03,1,748621
VEH10221,CUST10176,JK12AM7978,JK12,Maruti Suzuki,Baleno,Hatchback,CNG,1197,2025,2026-02-10,1,679688
VEH10222,CUST10177,JK02GE5375,JK02,Honda,City,Sedan,Petrol,1498,2022,2023-01-02,4,1074624
VEH10223,CUST10178,JK02WV3690,JK02,Tata,Nexon,SUV,Diesel,1199,2021,2021-04-04,5,664778
VEH10224,CUST10179,JK02ZD7343,JK02,Toyota,Innova Crysta,MPV,Diesel,2393,2021,2022-01-11,5,1151106
VEH10225,CUST10180,JK02BB9647,JK02,Kia,Seltos,SUV,Diesel,1497,2025,2025-12-20,1,980418
VEH10226,CUST10180,JK02BK3903,JK02,Toyota,Fortuner,SUV,Petrol,2755,2016,2017-07-02,10,1181106
VEH10227,CUST10181,JK02FH1275,JK02,Maruti Suzuki,WagonR,Hatchback,CNG,1197,2015,2016-06-16,11,138714
VEH10228,CUST10182,JK02XS7744,JK02,Mahindra,XUV700,SUV,Petrol,1999,2019,2020-03-29,7,1185957
VEH10229,CUST10183,JK08SV7299,JK08,Mahindra,XUV700,SUV,Petrol,1999,2014,2015-03-12,12,853236
VEH10230,CUST10183,JK08KN9741,JK08,Mahindra,Scorpio-N,SUV,Diesel,2198,2023,2023-07-19,3,1390743
VEH10231,CUST10184,JK14JY4319,JK14,Maruti Suzuki,WagonR,Hatchback,Petrol,1197,2023,2024-02-28,3,415382
VEH10232,CUST10185,JK02RC3676,JK02,Kia,Seltos,SUV,Petrol,1497,2025,2025-09-12,1,1764987
VEH10233,CUST10186,JK02MO6651,JK02,Maruti Suzuki,Brezza,SUV,Petrol,1462,2022,2022-11-22,4,700410
VEH10234,CUST10186,JK02HP3763,JK02,Tata,Altroz,Hatchback,Diesel,1199,2016,2016-08-13,10,188537
VEH10235,CUST10186,JK02LH1866,JK02,Hyundai,Creta,SUV,Petrol,1497,2024,2024-08-28,2,1054168
VEH10236,CUST10187,JK02XT9186,JK02,Maruti Suzuki,Baleno,Hatchback,Petrol,1197,2019,2019-04-13,7,233864
VEH10237,CUST10188,JK02CF9510,JK02,Toyota,Innova Hycross,MPV,Hybrid,1987,2014,2015-04-25,12,807585
VEH10238,CUST10189,JK12GL4795,JK12,Mahindra,XUV700,SUV,Petrol,1999,2016,2016-11-05,10,734956
VEH10239,CUST10189,JK12KI8366,JK12,Mahindra,Thar,SUV,Diesel,2184,2013,2014-01-10,13,405586
VEH10240,CUST10190,JK14MB9134,JK14,Renault,Kiger,SUV,Petrol,999,2024,2024-09-30,2,633128
VEH10241,CUST10191,JK08CV3956,JK08,Maruti Suzuki,Baleno,Hatchback,Petrol,1197,2024,2025-05-22,2,436149
VEH10242,CUST10192,JK02AI8328,JK02,Tata,Altroz,Hatchback,CNG,1199,2014,2015-06-04,12,169705
VEH10243,CUST10192,JK02QY2191,JK02,Mahindra,Bolero,SUV,Diesel,1493,2012,2012-12-26,14,234863
VEH10244,CUST10192,JK02ON5399,JK02,Mahindra,Scorpio-N,SUV,Diesel,2198,2024,2025-07-24,2,2117253
VEH10245,CUST10192,JK02DX6421,JK02,Toyota,Innova Hycross,MPV,Hybrid,1987,2017,2018-02-17,9,1036369
VEH10246,CUST10193,JK02QH6533,JK02,Maruti Suzuki,WagonR,Hatchback,Petrol,1197,2016,2017-07-27,10,172339
VEH10247,CUST10194,JK02ZT1586,JK02,Maruti Suzuki,Brezza,SUV,Petrol,1462,2019,2020-02-01,7,329341
VEH10248,CUST10195,JK20MO4059,JK20,Hyundai,Verna,Sedan,Petrol,1497,2025,2026-03-04,1,749513
VEH10249,CUST10195,JK20SR8559,JK20,Renault,Kwid,Hatchback,Petrol,999,2021,2022-03-31,5,264416
VEH10250,CUST10196,JK02VD9456,JK02,Mahindra,Scorpio Classic,SUV,Diesel,2184,2020,2020-09-12,6,816601
VEH10251,CUST10197,JK02RU7040,JK02,Hyundai,Venue,SUV,Diesel,1197,2025,2026-04-05,1,942740
VEH10252,CUST10198,JK08OA3045,JK08,Tata,Tiago,Hatchback,CNG,1199,2024,2025-02-28,2,472542
VEH10253,CUST10199,JK06LK3299,JK06,Honda,Amaze,Sedan,Petrol,1199,2023,2024-01-13,3,652659
VEH10254,CUST10200,JK04WU4640,JK04,Mahindra,Bolero,SUV,Diesel,1493,2016,2017-02-05,10,219588
VEH10255,CUST10200,JK04CR6371,JK04,Hyundai,i20,Hatchback,Petrol,1197,2024,2025-02-26,2,783340
VEH10256,CUST10200,JK04EO7613,JK04,Honda,Amaze,Sedan,Petrol,1199,2013,2014-04-18,13,195000
VEH10257,CUST10201,JK02CW9265,JK02,Kia,Sonet,SUV,Diesel,1197,2025,2026-06-20,1,617869
VEH10258,CUST10202,JK02YY6314,JK02,Hyundai,i20,Hatchback,Petrol,1197,2025,2026-03-01,1,792595
VEH10259,CUST10202,JK02FQ2965,JK02,Maruti Suzuki,Swift,Hatchback,Petrol,1197,2016,2017-07-19,10,114836
VEH10260,CUST10202,JK02MB9544,JK02,Honda,Elevate,SUV,Petrol,1498,2017,2017-10-17,9,341856
VEH10261,CUST10203,JK02HI8433,JK02,Maruti Suzuki,Brezza,SUV,Petrol,1462,2025,2025-07-31,1,919844
VEH10262,CUST10204,JK02VM9593,JK02,Tata,Punch,SUV,Petrol,1199,2025,2025-12-24,1,517155
VEH10263,CUST10205,JK08SQ2787,JK08,Maruti Suzuki,Baleno,Hatchback,Petrol,1197,2023,2023-08-02,3,517584
VEH10264,CUST10205,JK08SN1985,JK08,Hyundai,Creta,SUV,Petrol,1497,2020,2020-11-24,6,533195
VEH10265,CUST10205,JK08VN6706,JK08,Maruti Suzuki,Baleno,Hatchback,CNG,1197,2022,2022-12-21,4,430888
VEH10266,CUST10206,JK14UL8245,JK14,Maruti Suzuki,Brezza,SUV,CNG,1462,2023,2023-11-12,3,677247
VEH10267,CUST10207,JK08OI7913,JK08,Mahindra,Thar,SUV,Diesel,2184,2012,2013-06-25,14,346602
VEH10268,CUST10208,JK08ZV8014,JK08,Maruti Suzuki,Swift,Hatchback,Petrol,1197,2011,2011-01-08,15,105619
VEH10269,CUST10209,JK02PW2191,JK02,Maruti Suzuki,Baleno,Hatchback,CNG,1197,2013,2013-05-19,13,166599
VEH10270,CUST10210,JK12MN7974,JK12,Maruti Suzuki,WagonR,Hatchback,CNG,1197,2021,2021-05-12,5,254498
VEH10271,CUST10211,JK02KQ9038,JK02,Hyundai,Verna,Sedan,Petrol,1497,2024,2025-07-12,2,1174624
VEH10272,CUST10212,JK02QD1104,JK02,Mahindra,Thar,SUV,Petrol,2184,2024,2025-09-19,2,1731115
VEH10273,CUST10212,JK02YB4578,JK02,Maruti Suzuki,Baleno,Hatchback,Petrol,1197,2017,2017-12-26,9,265927
VEH10274,CUST10213,JK02FD1116,JK02,Kia,Seltos,SUV,Diesel,1497,2020,2020-11-02,6,457658
VEH10275,CUST10214,JK02GE8588,JK02,Hyundai,Verna,Sedan,Petrol,1497,2023,2024-05-04,3,940713
VEH10276,CUST10214,JK02EE6735,JK02,Mahindra,XUV700,SUV,Diesel,1999,2021,2021-12-11,5,1407336
VEH10277,CUST10215,JK02IQ9371,JK02,Maruti Suzuki,Swift,Hatchback,CNG,1197,2017,2018-07-14,9,223443
VEH10278,CUST10216,JK02BW8201,JK02,Mahindra,XUV700,SUV,Petrol,1999,2013,2014-02-13,13,689687
VEH10279,CUST10217,JK02YR4049,JK02,Maruti Suzuki,Baleno,Hatchback,Petrol,1197,2013,2013-04-14,13,145341
VEH10280,CUST10218,JK20FK3804,JK20,Tata,Harrier,SUV,Diesel,1956,2013,2014-05-30,13,508963
VEH10281,CUST10219,JK08XI6958,JK08,Tata,Punch,SUV,Petrol,1199,2019,2020-02-15,7,307151
VEH10282,CUST10220,JK02DS8586,JK02,Maruti Suzuki,Brezza,SUV,CNG,1462,2018,2018-10-29,8,298186
VEH10283,CUST10221,JK02GG9161,JK02,Maruti Suzuki,WagonR,Hatchback,CNG,1197,2020,2021-03-06,6,299908
VEH10284,CUST10222,JK02AO8211,JK02,Toyota,Glanza,Hatchback,CNG,1197,2025,2025-05-17,1,848576
VEH10285,CUST10222,JK02SF6355,JK02,Hyundai,Verna,Sedan,Petrol,1497,2024,2025-01-19,2,765191
VEH10286,CUST10223,JK02DJ1889,JK02,Tata,Nexon,SUV,Diesel,1199,2021,2021-03-24,5,640565
VEH10287,CUST10224,JK14XN9288,JK14,Kia,Carens,MPV,Petrol,1497,2016,2017-07-28,10,470136
VEH10288,CUST10225,JK02QK1997,JK02,Maruti Suzuki,Baleno,Hatchback,CNG,1197,2017,2017-01-15,9,197516
VEH10289,CUST10226,JK20VW6254,JK20,Hyundai,Creta,SUV,Petrol,1497,2024,2024-05-05,2,1330655
VEH10290,CUST10227,JK02AD3743,JK02,Honda,City,Sedan,Petrol,1498,2018,2019-06-15,8,348938
VEH10291,CUST10228,JK11BV1080,JK11,Hyundai,Venue,SUV,Diesel,1197,2020,2020-11-18,6,358849
VEH10292,CUST10229,JK04BD3486,JK04,Maruti Suzuki,Brezza,SUV,CNG,1462,2024,2025-02-18,2,732012
VEH10293,CUST10230,JK02CU2462,JK02,Tata,Nexon,SUV,Petrol,1199,2024,2024-09-04,2,711588
VEH10294,CUST10231,JK20LS9669,JK20,Tata,Nexon,SUV,Petrol,1199,2018,2019-02-19,8,258587
VEH10295,CUST10232,JK08IN3930,JK08,Maruti Suzuki,Brezza,SUV,Petrol,1462,2022,2023-04-29,4,467070
VEH10296,CUST10233,JK02CA7468,JK02,Maruti Suzuki,Swift,Hatchback,CNG,1197,2020,2020-03-15,6,211764
VEH10297,CUST10234,JK02AV4172,JK02,Maruti Suzuki,Baleno,Hatchback,Petrol,1197,2019,2019-12-23,7,355632
VEH10298,CUST10235,JK02SO6656,JK02,Maruti Suzuki,Baleno,Hatchback,Petrol,1197,2024,2025-08-30,2,440755
VEH10299,CUST10236,JK02HL6882,JK02,Hyundai,Venue,SUV,Diesel,1197,2021,2022-03-29,5,418332
VEH10300,CUST10237,JK02XU1420,JK02,Maruti Suzuki,Swift,Hatchback,Petrol,1197,2024,2025-03-06,2,471759
VEH10301,CUST10238,JK02HE2007,JK02,Hyundai,Verna,Sedan,Petrol,1497,2022,2023-07-11,4,851706
VEH10302,CUST10239,JK02WN2753,JK02,Maruti Suzuki,Baleno,Hatchback,Petrol,1197,2023,2023-08-17,3,431414
VEH10303,CUST10240,JK02GD6950,JK02,Toyota,Innova Crysta,MPV,Diesel,2393,2015,2016-04-29,11,593234
VEH10304,CUST10241,JK02BL6702,JK02,Kia,Carens,MPV,Petrol,1497,2022,2022-10-23,4,976184
VEH10305,CUST10242,JK08MA1722,JK08,Maruti Suzuki,WagonR,Hatchback,Petrol,1197,2021,2021-11-16,5,185152
VEH10306,CUST10243,JK02UO2644,JK02,Kia,Carens,MPV,Diesel,1497,2022,2022-07-10,4,863685
VEH10307,CUST10244,JK02NV7000,JK02,Maruti Suzuki,Swift,Hatchback,Petrol,1197,2022,2022-04-03,4,347809
VEH10308,CUST10245,JK02NK2665,JK02,Hyundai,Venue,SUV,Diesel,1197,2023,2023-12-18,3,548505
VEH10309,CUST10246,JK20JN5514,JK20,Kia,Sonet,SUV,Petrol,1197,2021,2021-11-17,5,409876
VEH10310,CUST10246,JK20AL6716,JK20,Mahindra,Scorpio-N,SUV,Diesel,2198,2021,2022-03-22,5,1196597
VEH10311,CUST10246,JK20GA2974,JK20,Mahindra,Bolero,SUV,Diesel,1493,2021,2022-05-16,5,509111
VEH10312,CUST10247,JK02XV7449,JK02,Kia,Sonet,SUV,Petrol,1197,2022,2022-08-30,4,750059
VEH10313,CUST10248,JK19AB5358,JK19,Maruti Suzuki,Brezza,SUV,CNG,1462,2022,2022-12-10,4,617185
VEH10314,CUST10249,JK02BP8657,JK02,Mahindra,Scorpio-N,SUV,Diesel,2198,2024,2024-05-12,2,2182413
VEH10315,CUST10250,JK02BS5416,JK02,Mahindra,Bolero,SUV,Diesel,1493,2020,2021-05-15,6,389710
VEH10316,CUST10251,JK02VH9141,JK02,Maruti Suzuki,Swift,Hatchback,CNG,1197,2014,2015-06-01,12,183739
VEH10317,CUST10251,JK02FP2970,JK02,Maruti Suzuki,Swift,Hatchback,CNG,1197,2017,2018-04-30,9,136051
VEH10318,CUST10252,JK06DM1804,JK06,Hyundai,Creta,SUV,Petrol,1497,2021,2022-02-13,5,885639
VEH10319,CUST10253,JK02FR9444,JK02,Maruti Suzuki,Baleno,Hatchback,Petrol,1197,2019,2020-08-03,7,328040
VEH10320,CUST10254,JK02EL3286,JK02,Maruti Suzuki,WagonR,Hatchback,CNG,1197,2025,2026-04-22,1,538393
VEH10321,CUST10255,JK14BE1449,JK14,Maruti Suzuki,Brezza,SUV,Petrol,1462,2020,2021-04-02,6,515450
VEH10322,CUST10255,JK14YU4853,JK14,Honda,Elevate,SUV,Petrol,1498,2022,2023-11-04,4,752236
VEH10323,CUST10256,JK17ZT9806,JK17,Maruti Suzuki,Brezza,SUV,Petrol,1462,2021,2022-09-13,5,563730
VEH10324,CUST10256,JK17ZY5260,JK17,Kia,Seltos,SUV,Diesel,1497,2023,2023-05-06,3,1222684
VEH10325,CUST10257,JK06OL9304,JK06,Mahindra,Scorpio Classic,SUV,Diesel,2184,2022,2022-04-16,4,676164
VEH10326,CUST10258,JK11IR3946,JK11,Maruti Suzuki,Brezza,SUV,CNG,1462,2016,2016-08-31,10,253077
VEH10327,CUST10259,JK02YN9186,JK02,Mahindra,Scorpio-N,SUV,Diesel,2198,2019,2020-01-01,7,1069500
VEH10328,CUST10260,JK02PZ8817,JK02,Maruti Suzuki,Brezza,SUV,CNG,1462,2019,2019-01-31,7,328095
VEH10329,CUST10260,JK02XC7938,JK02,Mahindra,Thar,SUV,Petrol,2184,2024,2025-03-12,2,1108502
VEH10330,CUST10261,JK04OI7183,JK04,Tata,Harrier,SUV,Diesel,1956,2023,2024-07-21,3,1246773
VEH10331,CUST10262,JK02SH7165,JK02,Maruti Suzuki,Brezza,SUV,CNG,1462,2022,2022-09-06,4,428059
VEH10332,CUST10263,JK02BA6538,JK02,Hyundai,Venue,SUV,Petrol,1197,2025,2025-09-04,1,1156793
VEH10333,CUST10264,JK02AZ4637,JK02,Tata,Punch,SUV,Petrol,1199,2023,2024-07-08,3,645367
VEH10334,CUST10265,JK06KD9637,JK06,Hyundai,i20,Hatchback,Petrol,1197,2022,2023-05-08,4,496053
VEH10335,CUST10266,JK02FV5067,JK02,Maruti Suzuki,Swift,Hatchback,Petrol,1197,2023,2024-01-12,3,542308
VEH10336,CUST10266,JK02FS1006,JK02,Hyundai,Venue,SUV,Diesel,1197,2023,2023-08-10,3,898321
VEH10337,CUST10267,JK20XJ5561,JK20,Hyundai,Creta,SUV,Petrol,1497,2018,2018-12-17,8,541175
VEH10338,CUST10268,JK19WS5482,JK19,Maruti Suzuki,Swift,Hatchback,Petrol,1197,2025,2026-05-07,1,549473
VEH10339,CUST10269,JK08UD5238,JK08,Hyundai,Creta,SUV,Petrol,1497,2020,2021-07-31,6,662967
VEH10340,CUST10270,JK19WM3383,JK19,Toyota,Innova Crysta,MPV,Diesel,2393,2025,2025-07-03,1,2281542
VEH10341,CUST10271,JK08VQ7463,JK08,Maruti Suzuki,Baleno,Hatchback,Petrol,1197,2020,2020-12-20,6,389886
VEH10342,CUST10271,JK08SO6105,JK08,Renault,Kiger,SUV,Petrol,999,2014,2014-12-25,12,192903
VEH10343,CUST10272,JK04UB3033,JK04,Maruti Suzuki,WagonR,Hatchback,Petrol,1197,2020,2021-12-02,6,171322
VEH10344,CUST10273,JK02GY1728,JK02,Kia,Sonet,SUV,Diesel,1197,2023,2023-03-28,3,991152
VEH10345,CUST10273,JK02VN7469,JK02,Mahindra,Scorpio Classic,SUV,Diesel,2184,2024,2025-01-04,2,963892
VEH10346,CUST10274,JK11PJ1125,JK11,Maruti Suzuki,WagonR,Hatchback,CNG,1197,2025,2026-09-19,1,358056
VEH10347,CUST10275,JK02EH7165,JK02,Renault,Kiger,SUV,Petrol,999,2010,2011-04-17,16,206536
VEH10348,CUST10276,JK02GA6091,JK02,Maruti Suzuki,Brezza,SUV,CNG,1462,2023,2024-01-28,3,687269
VEH10349,CUST10277,JK20TZ4150,JK20,Tata,Altroz,Hatchback,Petrol,1199,2018,2019-05-06,8,254501
VEH10350,CUST10277,JK20GK7246,JK20,Toyota,Fortuner,SUV,Petrol,2755,2018,2019-06-08,8,1474533
VEH10351,CUST10278,JK02PJ1879,JK02,Hyundai,i20,Hatchback,Petrol,1197,2025,2026-02-04,1,477770
VEH10352,CUST10279,JK02LW8765,JK02,Maruti Suzuki,Brezza,SUV,Petrol,1462,2023,2023-09-02,3,633182
VEH10353,CUST10280,JK11SC7103,JK11,Maruti Suzuki,WagonR,Hatchback,CNG,1197,2015,2016-02-02,11,95360
VEH10354,CUST10281,JK06CP7489,JK06,Toyota,Innova Crysta,MPV,Diesel,2393,2021,2021-10-22,5,882976
VEH10355,CUST10282,JK12LU1223,JK12,Tata,Altroz,Hatchback,CNG,1199,2014,2014-07-23,12,203549
VEH10356,CUST10283,JK02BS3697,JK02,Toyota,Glanza,Hatchback,CNG,1197,2025,2026-01-04,1,662477
VEH10357,CUST10283,JK02SS9721,JK02,Maruti Suzuki,WagonR,Hatchback,Petrol,1197,2025,2026-08-03,1,461717
VEH10358,CUST10284,JK02ID4810,JK02,Honda,City,Sedan,Petrol,1498,2021,2021-09-26,5,466481
VEH10359,CUST10284,JK02GQ5672,JK02,Tata,Tiago,Hatchback,Petrol,1199,2019,2019-09-06,7,196085
VEH10360,CUST10284,JK02ES8331,JK02,Maruti Suzuki,Baleno,Hatchback,Petrol,1197,2023,2024-05-28,3,515425
VEH10361,CUST10285,JK11GH3725,JK11,Mahindra,Scorpio Classic,SUV,Diesel,2184,2021,2021-10-18,5,909180
VEH10362,CUST10286,JK08JA9894,JK08,Maruti Suzuki,Brezza,SUV,Petrol,1462,2025,2025-09-06,1,963414
VEH10363,CUST10287,JK02AP4760,JK02,Maruti Suzuki,Baleno,Hatchback,CNG,1197,2023,2023-11-30,3,579056
VEH10364,CUST10288,JK20WA2701,JK20,Maruti Suzuki,Baleno,Hatchback,CNG,1197,2021,2022-07-18,5,374300
VEH10365,CUST10288,JK20VI3822,JK20,Hyundai,Creta,SUV,Diesel,1497,2023,2023-11-22,3,822226
VEH10366,CUST10289,JK14VW2080,JK14,Kia,Seltos,SUV,Petrol,1497,2022,2023-05-25,4,619590
VEH10367,CUST10290,JK02GP3409,JK02,Tata,Altroz,Hatchback,Diesel,1199,2021,2022-08-21,5,441260
VEH10368,CUST10291,JK08PZ9645,JK08,Kia,Carens,MPV,Petrol,1497,2021,2022-03-13,5,870942
VEH10369,CUST10292,JK02VC8363,JK02,Maruti Suzuki,Baleno,Hatchback,Petrol,1197,2019,2019-09-09,7,218778
VEH10370,CUST10292,JK02SE3165,JK02,Toyota,Glanza,Hatchback,CNG,1197,2015,2016-01-14,11,171329
VEH10371,CUST10292,JK02OC2846,JK02,Hyundai,Venue,SUV,Petrol,1197,2011,2012-07-30,15,277733
VEH10372,CUST10292,JK02YO3824,JK02,Honda,City,Sedan,Petrol,1498,2021,2022-09-01,5,537966
VEH10373,CUST10293,JK14AF1034,JK14,Maruti Suzuki,Swift,Hatchback,CNG,1197,2025,2026-07-02,1,533396
VEH10374,CUST10294,JK02NQ8878,JK02,Maruti Suzuki,Swift,Hatchback,Petrol,1197,2019,2019-11-08,7,221964
VEH10375,CUST10295,JK14HX4854,JK14,Hyundai,Creta,SUV,Petrol,1497,2015,2016-04-07,11,393074
VEH10376,CUST10296,JK02UH3265,JK02,Tata,Nexon,SUV,Diesel,1199,2024,2025-03-11,2,641920
VEH10377,CUST10296,JK02TZ8488,JK02,Maruti Suzuki,Baleno,Hatchback,CNG,1197,2017,2017-07-07,9,193874
VEH10378,CUST10297,JK20JV6429,JK20,Honda,Elevate,SUV,Petrol,1498,2025,2026-07-13,1,1530775
VEH10379,CUST10297,JK20CA7438,JK20,Hyundai,i20,Hatchback,Petrol,1197,2015,2015-07-11,11,217285
VEH10380,CUST10298,JK02ZA8323,JK02,Renault,Kwid,Hatchback,Petrol,999,2021,2021-12-24,5,273059
VEH10381,CUST10298,JK02JO4189,JK02,Maruti Suzuki,Swift,Hatchback,Petrol,1197,2022,2023-02-04,4,358883
VEH10382,CUST10299,JK20KK8522,JK20,Tata,Harrier,SUV,Diesel,1956,2017,2018-06-11,9,771081
VEH10383,CUST10300,JK02MZ8951,JK02,Toyota,Innova Crysta,MPV,Diesel,2393,2018,2018-02-27,8,874706
VEH10384,CUST10301,JK02OX1382,JK02,Hyundai,Creta,SUV,Petrol,1497,2019,2019-04-16,7,415658
VEH10385,CUST10302,JK08LZ9552,JK08,Mahindra,Thar,SUV,Diesel,2184,2020,2020-03-20,6,577116
VEH10386,CUST10303,JK08YY8552,JK08,Maruti Suzuki,WagonR,Hatchback,CNG,1197,2023,2023-11-10,3,423603
VEH10387,CUST10304,JK02MK4029,JK02,Mahindra,Scorpio Classic,SUV,Diesel,2184,2017,2018-01-28,9,418184
VEH10388,CUST10305,JK12YL3900,JK12,Mahindra,XUV700,SUV,Petrol,1999,2024,2025-04-05,2,2193764
VEH10389,CUST10306,JK11SJ3160,JK11,Mahindra,Thar,SUV,Diesel,2184,2025,2026-08-26,1,1352315
VEH10390,CUST10307,JK02LN1047,JK02,Kia,Sonet,SUV,Diesel,1197,2016,2016-09-08,10,175015
VEH10391,CUST10308,JK14BK6606,JK14,Maruti Suzuki,Swift,Hatchback,Petrol,1197,2022,2022-04-12,4,282785
VEH10392,CUST10309,JK08NX6375,JK08,Toyota,Innova Hycross,MPV,Petrol,1987,2015,2015-05-30,11,804528
VEH10393,CUST10310,JK08ER8415,JK08,Honda,Elevate,SUV,Petrol,1498,2024,2024-04-20,2,1334868
VEH10394,CUST10311,JK02AB6757,JK02,Kia,Sonet,SUV,Petrol,1197,2014,2014-12-23,12,205452
VEH10395,CUST10311,JK02PV2789,JK02,Tata,Nexon,SUV,Petrol,1199,2012,2013-04-13,14,287041
VEH10396,CUST10312,JK08FV8218,JK08,Toyota,Fortuner,SUV,Diesel,2755,2025,2026-01-15,1,2667036
VEH10397,CUST10313,JK02IA8927,JK02,Kia,Carens,MPV,Petrol,1497,2023,2024-11-25,3,1510139
VEH10398,CUST10314,JK02SF3307,JK02,Maruti Suzuki,WagonR,Hatchback,Petrol,1197,2017,2018-04-14,9,169821
VEH10399,CUST10315,JK02YT7773,JK02,Tata,Altroz,Hatchback,Petrol,1199,2017,2017-11-10,9,254574
VEH10400,CUST10316,JK02FU2158,JK02,Maruti Suzuki,Swift,Hatchback,CNG,1197,2025,2025-08-19,1,590220
VEH10401,CUST10317,JK02BX4495,JK02,Hyundai,Venue,SUV,Diesel,1197,2012,2013-07-24,14,312368
VEH10402,CUST10318,JK02WD9682,JK02,Kia,Sonet,SUV,Petrol,1197,2025,2025-12-26,1,1259306
VEH10403,CUST10319,JK20ZZ5908,JK20,Maruti Suzuki,Baleno,Hatchback,CNG,1197,2014,2015-06-14,12,148183
VEH10404,CUST10320,JK02KD1777,JK02,Maruti Suzuki,WagonR,Hatchback,CNG,1197,2023,2023-08-30,3,503621
VEH10405,CUST10321,JK02JJ7505,JK02,Maruti Suzuki,WagonR,Hatchback,Petrol,1197,2024,2024-10-10,2,506845
VEH10406,CUST10322,JK02CM6070,JK02,Toyota,Fortuner,SUV,Diesel,2755,2018,2019-01-11,8,1196403
VEH10407,CUST10322,JK02MN7355,JK02,Honda,City,Sedan,Petrol,1498,2025,2026-01-12,1,1482881
VEH10408,CUST10323,JK02KR3902,JK02,Honda,Elevate,SUV,Petrol,1498,2024,2024-11-25,2,1076132
VEH10409,CUST10324,JK08SC3902,JK08,Honda,Amaze,Sedan,Petrol,1199,2010,2010-05-02,16,207375
VEH10410,CUST10325,JK02JZ1173,JK02,Kia,Carens,MPV,Petrol,1497,2024,2025-07-18,2,1012438
VEH10411,CUST10325,JK02FS3999,JK02,Maruti Suzuki,WagonR,Hatchback,CNG,1197,2015,2016-05-26,11,145191
VEH10412,CUST10326,JK04LB9066,JK04,Tata,Nexon,SUV,Petrol,1199,2025,2025-11-28,1,1008287
VEH10413,CUST10327,JK20SP6999,JK20,Maruti Suzuki,WagonR,Hatchback,Petrol,1197,2020,2020-05-25,6,159793
VEH10414,CUST10328,JK19ZU1199,JK19,Maruti Suzuki,Baleno,Hatchback,CNG,1197,2024,2024-10-05,2,546049
VEH10415,CUST10328,JK19WL9298,JK19,Maruti Suzuki,Swift,Hatchback,CNG,1197,2020,2020-06-08,6,327894
VEH10416,CUST10328,JK19YZ6518,JK19,Tata,Nexon,SUV,Diesel,1199,2016,2017-07-12,10,265730
VEH10417,CUST10329,JK20RI1748,JK20,Maruti Suzuki,WagonR,Hatchback,CNG,1197,2023,2023-03-04,3,423690
VEH10418,CUST10330,JK02KL9970,JK02,Tata,Nexon,SUV,Diesel,1199,2025,2026-04-25,1,829202
VEH10419,CUST10331,JK20ZN3053,JK20,Mahindra,Scorpio Classic,SUV,Diesel,2184,2019,2019-07-30,7,568662
VEH10420,CUST10332,JK06WA7432,JK06,Renault,Kiger,SUV,Petrol,999,2021,2021-10-13,5,386007
VEH10421,CUST10333,JK08VB4481,JK08,Maruti Suzuki,WagonR,Hatchback,CNG,1197,2011,2011-08-14,15,111570
VEH10422,CUST10334,JK02EB4060,JK02,Hyundai,i20,Hatchback,Petrol,1197,2019,2020-01-07,7,365523
VEH10423,CUST10335,JK02BT1523,JK02,Maruti Suzuki,Swift,Hatchback,Petrol,1197,2020,2021-10-26,6,264030
VEH10424,CUST10336,JK02OK5149,JK02,Tata,Harrier,SUV,Diesel,1956,2024,2024-04-18,2,1778643
VEH10425,CUST10337,JK04YH6480,JK04,Kia,Carens,MPV,Diesel,1497,2013,2014-05-26,13,444490
VEH10426,CUST10338,JK19ET7938,JK19,Toyota,Innova Crysta,MPV,Diesel,2393,2023,2023-10-28,3,1735212
VEH10427,CUST10338,JK19UX3317,JK19,Tata,Punch,SUV,Petrol,1199,2022,2022-09-20,4,440478
VEH10428,CUST10339,JK14SD8289,JK14,Hyundai,Creta,SUV,Petrol,1497,2024,2024-09-17,2,1318689
VEH10429,CUST10340,JK02LY2621,JK02,Maruti Suzuki,Baleno,Hatchback,Petrol,1197,2020,2021-09-27,6,240930
VEH10430,CUST10341,JK12NX1070,JK12,Honda,City,Sedan,Petrol,1498,2019,2020-05-13,7,684136
VEH10431,CUST10342,JK02IO6127,JK02,Hyundai,i20,Hatchback,Petrol,1197,2020,2021-04-20,6,391089
VEH10432,CUST10343,JK08ST6565,JK08,Hyundai,Creta,SUV,Petrol,1497,2015,2016-08-10,11,242607
VEH10433,CUST10344,JK02NP3824,JK02,Maruti Suzuki,Baleno,Hatchback,Petrol,1197,2017,2017-10-17,9,253393
