Policy_Number,IMD_Code,RID,RED,IDV,Policy_Tenure,Total_Claim_Amount,Claim_Count,NCB,Premium,Customer_Area,Make,Model,Vehicle_Type,Fuel_Type,Engine_CC,Vehicle_First_Registration_Date,Vehicle_Age,Channel_Type,Portfolio_Size,Renewed,Last_Remark,Previous_NCB,Previous_Claim_Count,Years_With_Channel,Premium_to_IDV_Ratio
POL10211,IMD10355,2024-02-14,2025-02-12,267020,1,0.0,0,0,8010.6,Nowshera,Maruti Suzuki,WagonR,Hatchback,Petrol,1197,2020-08-12,7,Bancassurance,619,1,Customer satisfied,0.0,0.0,2,0.03
POL10211,IMD10355,2025-02-13,2026-02-12,267020,2,0.0,0,20,6408.48,Nowshera,Maruti Suzuki,WagonR,Hatchback,Petrol,1197,2020-08-12,7,Bancassurance,619,1,Documents shared,0.0,0.0,3,0.024
POL10211,IMD10355,2026-02-13,2027-02-12,267020,3,0.0,0,25,6007.95,Nowshera,Maruti Suzuki,WagonR,Hatchback,Petrol,1197,2020-08-12,7,Bancassurance,619,0,Vehicle sold,20.0,0.0,4,0.0225
POL10212,IMD10472,2021-02-10,2022-02-09,330606,1,0.0,0,0,9918.18,Lakhanpur,Hyundai,Creta,SUV,Petrol,1497,2015-04-24,12,Prime Broker,325,1,Renewal in progress,0.0,0.0,1,0.03
POL10212,IMD10472,2022-02-10,2023-02-09,330606,2,37142.04,1,20,8728.0,Lakhanpur,Hyundai,Creta,SUV,Petrol,1497,2015-04-24,12,Prime Broker,325,1,Waiting for payment,0.0,0.0,2,0.0264
POL10212,IMD10472,2023-02-10,2024-02-09,330606,3,0.0,2,0,11901.82,Lakhanpur,Hyundai,Creta,SUV,Petrol,1497,2015-04-24,12,Prime Broker,325,1,Waiting for payment,20.0,1.0,3,0.036
POL10212,IMD10472,2024-02-10,2025-02-08,330606,4,0.0,0,0,9918.18,Lakhanpur,Hyundai,Creta,SUV,Petrol,1497,2015-04-24,12,Prime Broker,325,1,Customer confirmed renewal,0.0,2.0,4,0.03
POL10212,IMD10472,2025-02-09,2026-02-08,330606,5,63047.49,1,20,8728.0,Lakhanpur,Hyundai,Creta,SUV,Petrol,1497,2015-04-24,12,Prime Broker,325,1,Waiting for payment,0.0,0.0,5,0.0264
POL10212,IMD10472,2026-02-09,2027-02-08,330606,6,163261.04,0,0,9918.18,Lakhanpur,Hyundai,Creta,SUV,Petrol,1497,2015-04-24,12,Prime Broker,325,0,Comparing competitor quotes,20.0,1.0,6,0.03
POL10213,IMD10173,2025-01-19,2026-01-18,186751,1,0.0,0,0,5602.53,Lakhanpur,Mahindra,Bolero,SUV,Diesel,1493,2017-08-19,10,Bancassurance,338,1,Documents shared,0.0,0.0,1,0.03
POL10213,IMD10173,2026-01-19,2027-01-18,186751,2,0.0,0,20,4482.02,Lakhanpur,Mahindra,Bolero,SUV,Diesel,1493,2017-08-19,10,Bancassurance,338,0,Comparing competitor quotes,0.0,0.0,2,0.024
POL10214,IMD10141,2025-03-30,2026-03-29,489898,1,0.0,0,0,14696.94,Bahu Plaza,Maruti Suzuki,WagonR,Hatchback,Petrol,1197,2025-03-03,2,POSP,77,1,Waiting for payment,0.0,0.0,8,0.03
POL10214,IMD10141,2026-03-30,2027-03-29,489898,2,0.0,0,20,11757.55,Bahu Plaza,Maruti Suzuki,WagonR,Hatchback,Petrol,1197,2025-03-03,2,POSP,77,0,Premium too high,0.0,0.0,9,0.024
POL10215,IMD10081,2025-07-30,2026-07-29,2438155,1,0.0,0,0,73144.65,Bahu Plaza,Toyota,Innova Hycross,MPV,Hybrid,1987,2024-06-21,2,Prime Broker,374,0,Premium too high,0.0,0.0,7,0.03
POL10216,IMD10271,2025-08-10,2026-08-09,252800,1,0.0,0,0,7584.0,Lakhanpur,Renault,Kwid,Hatchback,Petrol,999,2025-06-26,2,Prime Broker,249,0,Payment delayed,0.0,0.0,1,0.03
POL10217,IMD10253,2022-08-04,2023-08-03,420443,1,0.0,0,0,12613.29,Trikuta Nagar,Maruti Suzuki,Baleno,Hatchback,CNG,1197,2022-03-20,5,Agency,202,1,Payment expected today,0.0,0.0,1,0.03
POL10217,IMD10253,2023-08-04,2024-08-02,420443,2,0.0,0,20,10090.63,Trikuta Nagar,Maruti Suzuki,Baleno,Hatchback,CNG,1197,2022-03-20,5,Agency,202,1,Waiting for payment,0.0,0.0,2,0.024
POL10217,IMD10253,2024-08-03,2025-08-02,420443,3,0.0,0,25,9459.97,Trikuta Nagar,Maruti Suzuki,Baleno,Hatchback,CNG,1197,2022-03-20,5,Agency,202,1,Customer confirmed renewal,20.0,0.0,3,0.0225
POL10217,IMD10253,2025-08-03,2026-08-02,420443,4,0.0,0,35,8198.64,Trikuta Nagar,Maruti Suzuki,Baleno,Hatchback,CNG,1197,2022-03-20,5,Agency,202,0,Customer not interested,25.0,0.0,4,0.0195
POL10218,IMD10405,2020-12-13,2021-12-12,398179,1,0.0,0,0,11945.37,Akhnoor,Honda,City,Sedan,Petrol,1498,2017-05-28,9,Bancassurance,586,1,Renewal in progress,0.0,0.0,3,0.03
POL10218,IMD10405,2021-12-13,2022-12-12,398179,2,0.0,0,20,9556.3,Akhnoor,Honda,City,Sedan,Petrol,1498,2017-05-28,9,Bancassurance,586,1,Payment expected today,0.0,0.0,4,0.024
POL10218,IMD10405,2022-12-13,2023-12-12,398179,3,0.0,1,25,9854.93,Akhnoor,Honda,City,Sedan,Petrol,1498,2017-05-28,9,Bancassurance,586,1,Renewal in progress,20.0,0.0,5,0.0247
POL10218,IMD10405,2023-12-13,2024-12-11,398179,4,0.0,0,0,11945.37,Akhnoor,Honda,City,Sedan,Petrol,1498,2017-05-28,9,Bancassurance,586,1,Customer satisfied,25.0,1.0,6,0.03
POL10218,IMD10405,2024-12-12,2025-12-11,398179,5,0.0,0,20,9556.3,Akhnoor,Honda,City,Sedan,Petrol,1498,2017-05-28,9,Bancassurance,586,1,Premium accepted,0.0,0.0,7,0.024
POL10218,IMD10405,2025-12-12,2026-12-11,398179,6,26492.94,0,25,8959.03,Akhnoor,Honda,City,Sedan,Petrol,1498,2017-05-28,9,Bancassurance,586,0,Payment delayed,20.0,0.0,8,0.0225
POL10219,IMD10109,2024-10-26,2025-10-25,566718,1,81723.48,0,0,17001.54,Narwal,Maruti Suzuki,Baleno,Hatchback,CNG,1197,2023-12-10,3,Prime Broker,571,1,Documents shared,0.0,0.0,1,0.03
POL10219,IMD10109,2025-10-26,2026-10-25,566718,2,0.0,0,20,13601.23,Narwal,Maruti Suzuki,Baleno,Hatchback,CNG,1197,2023-12-10,3,Prime Broker,571,0,Agent lost customer,0.0,0.0,2,0.024
POL10220,IMD10103,2025-12-31,2026-12-30,748621,1,0.0,1,0,24704.49,Narwal,Mahindra,Bolero,SUV,Diesel,1493,2026-07-03,1,Prime Broker,290,0,Payment delayed,0.0,0.0,9,0.033
POL10221,IMD10128,2025-12-31,2026-12-30,679688,1,0.0,0,0,20390.64,Mendhar,Maruti Suzuki,Baleno,Hatchback,CNG,1197,2026-02-10,1,Agency,87,0,Vehicle sold,0.0,0.0,5,0.03
POL10222,IMD10374,2024-09-12,2025-09-11,1074624,1,0.0,0,0,32238.72,Jewel Chowk,Honda,City,Sedan,Petrol,1498,2023-01-02,4,Prime Broker,489,1,Documents shared,0.0,0.0,2,0.03
POL10222,IMD10374,2025-09-12,2026-09-11,1074624,2,0.0,0,20,25790.98,Jewel Chowk,Honda,City,Sedan,Petrol,1498,2023-01-02,4,Prime Broker,489,0,Premium too high,0.0,0.0,3,0.024
POL10223,IMD10482,2024-12-22,2025-12-21,664778,1,55510.4,0,0,19943.34,Akhnoor,Tata,Nexon,SUV,Diesel,1199,2021-04-04,5,Agency,212,1,Renewal in progress,0.0,0.0,0,0.03
POL10223,IMD10482,2025-12-22,2026-12-21,664778,2,0.0,0,20,15954.67,Akhnoor,Tata,Nexon,SUV,Diesel,1199,2021-04-04,5,Agency,212,0,No response after follow-up,0.0,0.0,1,0.024
POL10224,IMD10082,2023-10-10,2024-10-08,1151106,1,0.0,0,0,34533.18,Canal Road,Toyota,Innova Crysta,MPV,Diesel,2393,2022-01-11,5,Prime Broker,541,1,Customer satisfied,0.0,0.0,0,0.03
POL10224,IMD10082,2024-10-09,2025-10-08,1151106,2,0.0,0,20,27626.54,Canal Road,Toyota,Innova Crysta,MPV,Diesel,2393,2022-01-11,5,Prime Broker,541,1,Customer satisfied,0.0,0.0,1,0.024
POL10224,IMD10082,2025-10-09,2026-10-08,1151106,3,0.0,0,25,25899.89,Canal Road,Toyota,Innova Crysta,MPV,Diesel,2393,2022-01-11,5,Prime Broker,541,0,Premium too high,20.0,0.0,2,0.0225
POL10225,IMD10116,2025-12-27,2026-12-26,980418,1,0.0,0,0,29412.54,Trikuta Nagar,Kia,Seltos,SUV,Diesel,1497,2025-12-20,1,Agency,278,0,Premium too high,0.0,0.0,6,0.03
POL10226,IMD10399,2025-03-09,2026-03-08,1181106,1,0.0,0,0,35433.18,Trikuta Nagar,Toyota,Fortuner,SUV,Petrol,2755,2017-07-02,10,Prime Broker,599,1,Payment expected today,0.0,0.0,1,0.03
POL10226,IMD10399,2026-03-09,2027-03-08,1181106,2,117975.81,0,20,28346.54,Trikuta Nagar,Toyota,Fortuner,SUV,Petrol,2755,2017-07-02,10,Prime Broker,599,0,Premium too high,0.0,0.0,2,0.024
POL10227,IMD10380,2025-03-18,2026-03-17,138714,1,0.0,1,0,4577.56,Bahu Plaza,Maruti Suzuki,WagonR,Hatchback,CNG,1197,2016-06-16,11,Dealer,141,1,Renewal in progress,0.0,0.0,1,0.033
POL10227,IMD10380,2026-03-18,2027-03-17,138714,2,0.0,1,0,4577.56,Bahu Plaza,Maruti Suzuki,WagonR,Hatchback,CNG,1197,2016-06-16,11,Dealer,141,0,Renewed with competitor,0.0,1.0,2,0.033
POL10228,IMD10269,2021-12-15,2022-12-14,1185957,1,725906.05,1,0,39136.58,Talab Tillo,Mahindra,XUV700,SUV,Petrol,1999,2020-03-29,7,POSP,93,1,Long-term customer,0.0,0.0,0,0.033
POL10228,IMD10269,2022-12-15,2023-12-14,1185957,2,0.0,0,0,35578.71,Talab Tillo,Mahindra,XUV700,SUV,Petrol,1999,2020-03-29,7,POSP,93,1,Waiting for payment,0.0,1.0,1,0.03
POL10228,IMD10269,2023-12-15,2024-12-13,1185957,3,0.0,0,20,28462.97,Talab Tillo,Mahindra,XUV700,SUV,Petrol,1999,2020-03-29,7,POSP,93,1,Documents shared,0.0,0.0,2,0.024
POL10228,IMD10269,2024-12-14,2025-12-13,1185957,4,0.0,2,25,32020.84,Talab Tillo,Mahindra,XUV700,SUV,Petrol,1999,2020-03-29,7,POSP,93,1,Customer satisfied,20.0,0.0,3,0.027
POL10228,IMD10269,2025-12-14,2026-12-13,1185957,5,184685.39,0,0,35578.71,Talab Tillo,Mahindra,XUV700,SUV,Petrol,1999,2020-03-29,7,POSP,93,0,Premium too high,25.0,2.0,4,0.03
POL10229,IMD10068,2018-01-21,2019-01-20,853236,1,0.0,0,0,25597.08,Vijaypur,Mahindra,XUV700,SUV,Petrol,1999,2015-03-12,12,Prime Broker,555,1,Customer satisfied,0.0,0.0,2,0.03
POL10229,IMD10068,2019-01-21,2020-01-20,853236,2,240230.68,0,20,20477.66,Vijaypur,Mahindra,XUV700,SUV,Petrol,1999,2015-03-12,12,Prime Broker,555,1,Customer satisfied,0.0,0.0,3,0.024
POL10229,IMD10068,2020-01-21,2021-01-19,853236,3,0.0,0,25,19197.81,Vijaypur,Mahindra,XUV700,SUV,Petrol,1999,2015-03-12,12,Prime Broker,555,1,Waiting for payment,20.0,0.0,4,0.0225
POL10229,IMD10068,2021-01-20,2022-01-19,853236,4,400683.57,0,35,16638.1,Vijaypur,Mahindra,XUV700,SUV,Petrol,1999,2015-03-12,12,Prime Broker,555,1,Customer confirmed renewal,25.0,0.0,5,0.0195
POL10229,IMD10068,2022-01-20,2023-01-19,853236,5,0.0,1,45,15486.23,Vijaypur,Mahindra,XUV700,SUV,Petrol,1999,2015-03-12,12,Prime Broker,555,1,Payment expected today,35.0,0.0,6,0.0181
POL10229,IMD10068,2023-01-20,2024-01-19,853236,6,0.0,0,0,25597.08,Vijaypur,Mahindra,XUV700,SUV,Petrol,1999,2015-03-12,12,Prime Broker,555,1,Renewal in progress,45.0,1.0,7,0.03
POL10229,IMD10068,2024-01-20,2025-01-18,853236,7,69866.26,0,20,20477.66,Vijaypur,Mahindra,XUV700,SUV,Petrol,1999,2015-03-12,12,Prime Broker,555,1,Payment expected today,0.0,0.0,8,0.024
POL10229,IMD10068,2025-01-19,2026-01-18,853236,8,0.0,0,25,19197.81,Vijaypur,Mahindra,XUV700,SUV,Petrol,1999,2015-03-12,12,Prime Broker,555,1,Customer confirmed renewal,20.0,0.0,9,0.0225
POL10229,IMD10068,2026-01-19,2027-01-18,853236,9,80840.28,0,35,16638.1,Vijaypur,Mahindra,XUV700,SUV,Petrol,1999,2015-03-12,12,Prime Broker,555,0,Payment delayed,25.0,0.0,10,0.0195
POL10230,IMD10042,2024-09-12,2025-09-11,1390743,1,0.0,0,0,41722.29,Vijaypur,Mahindra,Scorpio-N,SUV,Diesel,2198,2023-07-19,3,Agency,250,1,Payment expected today,0.0,0.0,2,0.03
POL10230,IMD10042,2025-09-12,2026-09-11,1390743,2,0.0,0,20,33377.83,Vijaypur,Mahindra,Scorpio-N,SUV,Diesel,2198,2023-07-19,3,Agency,250,0,Premium too high,0.0,0.0,3,0.024
POL10231,IMD10094,2025-06-22,2026-06-21,415382,1,0.0,0,0,12461.46,Udhampur,Maruti Suzuki,WagonR,Hatchback,Petrol,1197,2024-02-28,3,Prime Broker,403,1,Customer confirmed renewal,0.0,0.0,0,0.03
POL10231,IMD10094,2026-06-22,2027-06-21,415382,2,0.0,0,20,9969.17,Udhampur,Maruti Suzuki,WagonR,Hatchback,Petrol,1197,2024-02-28,3,Prime Broker,403,0,Claim experience poor,0.0,0.0,1,0.024
POL10232,IMD10021,2025-10-17,2026-10-16,1764987,1,95668.17,0,0,52949.61,Trikuta Nagar,Kia,Seltos,SUV,Petrol,1497,2025-09-12,1,POSP,71,0,Premium too high,0.0,0.0,2,0.03
POL10233,IMD10258,2024-05-13,2025-05-12,700410,1,0.0,0,0,21012.3,Bahu Plaza,Maruti Suzuki,Brezza,SUV,Petrol,1462,2022-11-22,4,Agency,248,1,Waiting for payment,0.0,0.0,1,0.03
POL10233,IMD10258,2025-05-13,2026-05-12,700410,2,0.0,0,20,16809.84,Bahu Plaza,Maruti Suzuki,Brezza,SUV,Petrol,1462,2022-11-22,4,Agency,248,1,Renewal in progress,0.0,0.0,2,0.024
POL10233,IMD10258,2026-05-13,2027-05-12,700410,3,47608.67,0,25,15759.22,Bahu Plaza,Maruti Suzuki,Brezza,SUV,Petrol,1462,2022-11-22,4,Agency,248,0,Claim experience poor,20.0,0.0,3,0.0225
POL10234,IMD10482,2025-05-26,2026-05-25,188537,1,0.0,0,0,5656.11,Bahu Plaza,Tata,Altroz,Hatchback,Diesel,1199,2016-08-13,10,Agency,212,1,Customer satisfied,0.0,0.0,1,0.03
POL10234,IMD10482,2026-05-26,2027-05-25,188537,2,0.0,0,20,4524.89,Bahu Plaza,Tata,Altroz,Hatchback,Diesel,1199,2016-08-13,10,Agency,212,0,Renewed with competitor,0.0,0.0,2,0.024
POL10235,IMD10178,2025-09-06,2026-09-05,1054168,1,0.0,0,0,31625.04,Bahu Plaza,Hyundai,Creta,SUV,Petrol,1497,2024-08-28,2,Prime Broker,407,0,Premium too high,0.0,0.0,0,0.03
POL10236,IMD10446,2024-12-07,2025-12-06,233864,1,0.0,0,0,7015.92,Marh,Maruti Suzuki,Baleno,Hatchback,Petrol,1197,2019-04-13,7,Prime Broker,445,1,Customer satisfied,0.0,0.0,3,0.03
POL10236,IMD10446,2025-12-07,2026-12-06,233864,2,0.0,0,20,5612.74,Marh,Maruti Suzuki,Baleno,Hatchback,Petrol,1197,2019-04-13,7,Prime Broker,445,0,Comparing competitor quotes,0.0,0.0,4,0.024
POL10237,IMD10037,2021-08-11,2022-08-10,807585,1,0.0,0,0,24227.55,Trikuta Nagar,Toyota,Innova Hycross,MPV,Hybrid,1987,2015-04-25,12,Dealer,108,1,Long-term customer,0.0,0.0,1,0.03
POL10237,IMD10037,2022-08-11,2023-08-10,807585,2,0.0,1,20,21320.24,Trikuta Nagar,Toyota,Innova Hycross,MPV,Hybrid,1987,2015-04-25,12,Dealer,108,1,Renewal in progress,0.0,0.0,2,0.0264
POL10237,IMD10037,2023-08-11,2024-08-09,807585,3,0.0,0,0,24227.55,Trikuta Nagar,Toyota,Innova Hycross,MPV,Hybrid,1987,2015-04-25,12,Dealer,108,1,Long-term customer,20.0,1.0,3,0.03
POL10237,IMD10037,2024-08-10,2025-08-09,807585,4,0.0,0,20,19382.04,Trikuta Nagar,Toyota,Innova Hycross,MPV,Hybrid,1987,2015-04-25,12,Dealer,108,1,Payment expected today,0.0,0.0,4,0.024
POL10237,IMD10037,2025-08-10,2026-08-09,807585,5,0.0,0,25,18170.66,Trikuta Nagar,Toyota,Innova Hycross,MPV,Hybrid,1987,2015-04-25,12,Dealer,108,0,Customer not interested,20.0,0.0,5,0.0225
POL10238,IMD10017,2025-07-02,2026-07-01,734956,1,95089.13,0,0,22048.68,Mendhar,Mahindra,XUV700,SUV,Petrol,1999,2016-11-05,10,Bancassurance,582,0,No response after follow-up,0.0,0.0,3,0.03
POL10239,IMD10335,2019-12-01,2020-11-29,405586,1,0.0,0,0,12167.58,Mendhar,Mahindra,Thar,SUV,Diesel,2184,2014-01-10,13,Bancassurance,644,1,Premium accepted,0.0,0.0,0,0.03
POL10239,IMD10335,2020-11-30,2021-11-29,405586,2,0.0,0,20,9734.06,Mendhar,Mahindra,Thar,SUV,Diesel,2184,2014-01-10,13,Bancassurance,644,1,Long-term customer,0.0,0.0,1,0.024
POL10239,IMD10335,2021-11-30,2022-11-29,405586,3,54334.19,0,25,9125.68,Mendhar,Mahindra,Thar,SUV,Diesel,2184,2014-01-10,13,Bancassurance,644,1,Premium accepted,20.0,0.0,2,0.0225
POL10239,IMD10335,2022-11-30,2023-11-29,405586,4,37206.49,0,35,7908.93,Mendhar,Mahindra,Thar,SUV,Diesel,2184,2014-01-10,13,Bancassurance,644,1,Premium accepted,25.0,0.0,3,0.0195
POL10239,IMD10335,2023-11-30,2024-11-28,405586,5,0.0,0,45,6692.17,Mendhar,Mahindra,Thar,SUV,Diesel,2184,2014-01-10,13,Bancassurance,644,1,Renewal in progress,35.0,0.0,4,0.0165
POL10239,IMD10335,2024-11-29,2025-11-28,405586,6,0.0,0,50,6083.79,Mendhar,Mahindra,Thar,SUV,Diesel,2184,2014-01-10,13,Bancassurance,644,1,Renewal in progress,45.0,0.0,5,0.015
POL10239,IMD10335,2025-11-29,2026-11-28,405586,7,0.0,0,50,6083.79,Mendhar,Mahindra,Thar,SUV,Diesel,2184,2014-01-10,13,Bancassurance,644,0,Comparing competitor quotes,50.0,0.0,6,0.015
POL10240,IMD10032,2025-12-14,2026-12-13,633128,1,0.0,0,0,18993.84,Chenani,Renault,Kiger,SUV,Petrol,999,2024-09-30,2,Prime Broker,574,0,Payment delayed,0.0,0.0,5,0.03
POL10241,IMD10009,2025-12-06,2026-12-05,436149,1,0.0,1,0,14392.92,Samba,Maruti Suzuki,Baleno,Hatchback,Petrol,1197,2025-05-22,2,Prime Broker,479,0,Agent lost customer,0.0,0.0,3,0.033
POL10242,IMD10215,2024-01-10,2025-01-08,169705,1,0.0,0,0,5091.15,Gandhi Nagar,Tata,Altroz,Hatchback,CNG,1199,2015-06-04,12,POSP,85,1,Renewal in progress,0.0,0.0,2,0.03
POL10242,IMD10215,2025-01-09,2026-01-08,169705,2,0.0,0,20,4072.92,Gandhi Nagar,Tata,Altroz,Hatchback,CNG,1199,2015-06-04,12,POSP,85,1,Long-term customer,0.0,0.0,3,0.024
POL10242,IMD10215,2026-01-09,2027-01-08,169705,3,0.0,0,25,3818.36,Gandhi Nagar,Tata,Altroz,Hatchback,CNG,1199,2015-06-04,12,POSP,85,0,Vehicle sold,20.0,0.0,4,0.0225
POL10243,IMD10170,2017-04-19,2018-04-18,234863,1,0.0,0,0,7045.89,Gandhi Nagar,Mahindra,Bolero,SUV,Diesel,1493,2012-12-26,14,POSP,92,1,Waiting for payment,0.0,0.0,0,0.03
POL10243,IMD10170,2018-04-19,2019-04-18,234863,2,0.0,0,20,5636.71,Gandhi Nagar,Mahindra,Bolero,SUV,Diesel,1493,2012-12-26,14,POSP,92,1,Customer confirmed renewal,0.0,0.0,1,0.024
POL10243,IMD10170,2019-04-19,2020-04-17,234863,3,40007.43,0,25,5284.42,Gandhi Nagar,Mahindra,Bolero,SUV,Diesel,1493,2012-12-26,14,POSP,92,1,Customer confirmed renewal,20.0,0.0,2,0.0225
POL10243,IMD10170,2020-04-18,2021-04-17,234863,4,0.0,0,35,4579.83,Gandhi Nagar,Mahindra,Bolero,SUV,Diesel,1493,2012-12-26,14,POSP,92,1,Waiting for payment,25.0,0.0,3,0.0195
POL10243,IMD10170,2021-04-18,2022-04-17,234863,5,0.0,1,45,4262.76,Gandhi Nagar,Mahindra,Bolero,SUV,Diesel,1493,2012-12-26,14,POSP,92,1,Premium accepted,35.0,0.0,4,0.0181
POL10243,IMD10170,2022-04-18,2023-04-17,234863,6,0.0,0,0,7045.89,Gandhi Nagar,Mahindra,Bolero,SUV,Diesel,1493,2012-12-26,14,POSP,92,1,Premium accepted,45.0,1.0,5,0.03
POL10243,IMD10170,2023-04-18,2024-04-16,234863,7,0.0,1,20,6200.38,Gandhi Nagar,Mahindra,Bolero,SUV,Diesel,1493,2012-12-26,14,POSP,92,1,Waiting for payment,0.0,0.0,6,0.0264
POL10243,IMD10170,2024-04-17,2025-04-16,234863,8,0.0,0,0,7045.89,Gandhi Nagar,Mahindra,Bolero,SUV,Diesel,1493,2012-12-26,14,POSP,92,1,Long-term customer,20.0,1.0,7,0.03
POL10243,IMD10170,2025-04-17,2026-04-16,234863,9,13342.8,0,20,5636.71,Gandhi Nagar,Mahindra,Bolero,SUV,Diesel,1493,2012-12-26,14,POSP,92,1,Customer confirmed renewal,0.0,0.0,8,0.024
POL10243,IMD10170,2026-04-17,2027-04-16,234863,10,0.0,0,25,5284.42,Gandhi Nagar,Mahindra,Bolero,SUV,Diesel,1493,2012-12-26,14,POSP,92,0,Payment delayed,20.0,0.0,9,0.0225
POL10244,IMD10396,2025-09-22,2026-09-21,2117253,1,0.0,0,0,63517.59,Gandhi Nagar,Mahindra,Scorpio-N,SUV,Diesel,2198,2025-07-24,2,Agency,286,0,Premium too high,0.0,0.0,6,0.03
POL10245,IMD10150,2023-01-29,2024-01-28,1036369,1,115321.83,0,0,31091.07,Gandhi Nagar,Toyota,Innova Hycross,MPV,Hybrid,1987,2018-02-17,9,Prime Broker,455,1,Documents shared,0.0,0.0,2,0.03
POL10245,IMD10150,2024-01-29,2025-01-27,1036369,2,0.0,0,20,24872.86,Gandhi Nagar,Toyota,Innova Hycross,MPV,Hybrid,1987,2018-02-17,9,Prime Broker,455,1,Customer satisfied,0.0,0.0,3,0.024
POL10245,IMD10150,2025-01-28,2026-01-27,1036369,3,0.0,0,25,23318.3,Gandhi Nagar,Toyota,Innova Hycross,MPV,Hybrid,1987,2018-02-17,9,Prime Broker,455,1,Customer satisfied,20.0,0.0,4,0.0225
POL10245,IMD10150,2026-01-28,2027-01-27,1036369,4,0.0,0,35,20209.2,Gandhi Nagar,Toyota,Innova Hycross,MPV,Hybrid,1987,2018-02-17,9,Prime Broker,455,0,Comparing competitor quotes,25.0,0.0,5,0.0195
POL10246,IMD10478,2024-05-30,2025-05-29,172339,1,0.0,0,0,5170.17,Akhnoor,Maruti Suzuki,WagonR,Hatchback,Petrol,1197,2017-07-27,10,Prime Broker,327,1,Premium accepted,0.0,0.0,2,0.03
POL10246,IMD10478,2025-05-30,2026-05-29,172339,2,0.0,0,20,4136.14,Akhnoor,Maruti Suzuki,WagonR,Hatchback,Petrol,1197,2017-07-27,10,Prime Broker,327,1,Long-term customer,0.0,0.0,3,0.024
POL10246,IMD10478,2026-05-30,2027-05-29,172339,3,0.0,1,25,4265.39,Akhnoor,Maruti Suzuki,WagonR,Hatchback,Petrol,1197,2017-07-27,10,Prime Broker,327,0,Vehicle sold,20.0,0.0,4,0.0247
POL10247,IMD10059,2023-11-10,2024-11-08,329341,1,0.0,0,0,9880.23,Talab Tillo,Maruti Suzuki,Brezza,SUV,Petrol,1462,2020-02-01,7,Bancassurance,453,1,Premium accepted,0.0,0.0,3,0.03
POL10247,IMD10059,2024-11-09,2025-11-08,329341,2,0.0,0,20,7904.18,Talab Tillo,Maruti Suzuki,Brezza,SUV,Petrol,1462,2020-02-01,7,Bancassurance,453,1,Waiting for payment,0.0,0.0,4,0.024
POL10247,IMD10059,2025-11-09,2026-11-08,329341,3,0.0,0,25,7410.17,Talab Tillo,Maruti Suzuki,Brezza,SUV,Petrol,1462,2020-02-01,7,Bancassurance,453,0,Claim experience poor,20.0,0.0,5,0.0225
POL10248,IMD10427,2025-12-31,2026-12-30,749513,1,0.0,0,0,22485.39,Katra,Hyundai,Verna,Sedan,Petrol,1497,2026-03-04,1,POSP,84,0,Payment delayed,0.0,0.0,3,0.03
POL10249,IMD10369,2023-11-17,2024-11-15,264416,1,0.0,0,0,7932.48,Katra,Renault,Kwid,Hatchback,Petrol,999,2022-03-31,5,Dealer,210,1,Long-term customer,0.0,0.0,0,0.03
POL10249,IMD10369,2024-11-16,2025-11-15,264416,2,0.0,0,20,6345.98,Katra,Renault,Kwid,Hatchback,Petrol,999,2022-03-31,5,Dealer,210,1,Documents shared,0.0,0.0,1,0.024
POL10249,IMD10369,2025-11-16,2026-11-15,264416,3,0.0,0,25,5949.36,Katra,Renault,Kwid,Hatchback,Petrol,999,2022-03-31,5,Dealer,210,0,Comparing with ICICI,20.0,0.0,2,0.0225
POL10250,IMD10229,2023-12-04,2024-12-02,816601,1,0.0,0,0,24498.03,Satwari,Mahindra,Scorpio Classic,SUV,Diesel,2184,2020-09-12,6,Dealer,135,1,Waiting for payment,0.0,0.0,2,0.03
POL10250,IMD10229,2024-12-03,2025-12-02,816601,2,0.0,0,20,19598.42,Satwari,Mahindra,Scorpio Classic,SUV,Diesel,2184,2020-09-12,6,Dealer,135,1,Payment expected today,0.0,0.0,3,0.024
POL10250,IMD10229,2025-12-03,2026-12-02,816601,3,110129.41,0,25,18373.52,Satwari,Mahindra,Scorpio Classic,SUV,Diesel,2184,2020-09-12,6,Dealer,135,0,Claim experience poor,20.0,0.0,4,0.0225
POL10251,IMD10377,2025-12-31,2026-12-30,942740,1,0.0,0,0,28282.2,Gandhi Nagar,Hyundai,Venue,SUV,Diesel,1197,2026-04-05,1,Prime Broker,577,0,Premium too high,0.0,0.0,2,0.03
POL10252,IMD10167,2025-03-30,2026-03-29,472542,1,0.0,1,0,15593.89,Ghagwal,Tata,Tiago,Hatchback,CNG,1199,2025-02-28,2,Agency,219,1,Waiting for payment,0.0,0.0,4,0.033
POL10252,IMD10167,2026-03-30,2027-03-29,472542,2,0.0,1,0,15593.89,Ghagwal,Tata,Tiago,Hatchback,CNG,1199,2025-02-28,2,Agency,219,0,Customer not interested,0.0,1.0,5,0.033
POL10253,IMD10292,2024-01-20,2025-01-18,652659,1,0.0,1,0,21537.75,Bhaderwah,Honda,Amaze,Sedan,Petrol,1199,2024-01-13,3,POSP,86,1,Renewal in progress,0.0,0.0,1,0.033
POL10253,IMD10292,2025-01-19,2026-01-18,652659,2,0.0,0,0,19579.77,Bhaderwah,Honda,Amaze,Sedan,Petrol,1199,2024-01-13,3,POSP,86,1,Renewal in progress,0.0,1.0,2,0.03
