Claim_ID,Policy_ID,Claim_Date,Claim_Severity,Claim_Amount
CLM10512,PID12489,2025-06-06,Minor,68809.16
CLM10513,PID12497,2024-06-10,Moderate,107958.75
CLM10514,PID12497,2024-09-01,Minor,30493.24
CLM10515,PID12500,2024-12-18,Minor,33867.5
CLM10516,PID12508,2025-12-23,Minor,32634.69
CLM10517,PID12510,2026-01-08,Minor,21201.31
CLM10518,PID12518,2025-07-09,Minor,40719.84
CLM10519,PID12521,2026-05-09,Major,232438.24
CLM10520,PID12525,2023-10-01,Moderate,89171.44
CLM10521,PID12525,2024-02-17,Minor,35724.86
CLM10522,PID12539,2026-05-28,Minor,85533.83
CLM10523,PID12559,2024-11-28,Minor,26846.85
CLM10524,PID12561,2026-03-18,Minor,48412.06
CLM10525,PID12575,2024-10-21,Moderate,151757.68
CLM10526,PID12601,2026-06-03,Moderate,121167.53
CLM10527,PID12604,2024-12-23,Minor,50066.81
CLM10528,PID12606,2027-03-04,Moderate,110074.05
CLM10529,PID12611,2025-05-25,Moderate,114547.29
CLM10530,PID12624,2024-06-13,Minor,38496.49
CLM10531,PID12626,2026-06-19,Minor,35044.84
CLM10532,PID12628,2025-12-25,Moderate,169424.29
CLM10533,PID12630,2026-09-17,Major,270987.27
CLM10534,PID12631,2026-07-10,Minor,78243.71
CLM10535,PID12636,2026-05-27,Minor,31274.72
CLM10536,PID12640,2024-03-15,Minor,16774.13
CLM10537,PID12641,2025-10-10,Minor,8661.95
CLM10538,PID12643,2023-10-22,Minor,61914.13
CLM10539,PID12653,2026-05-04,Minor,69239.78
CLM10540,PID12654,2027-02-19,Minor,57176.91
CLM10541,PID12664,2026-09-24,Minor,18331.53
CLM10542,PID12668,2026-04-19,Minor,176847.62
CLM10543,PID12668,2026-04-20,Moderate,593819.36
CLM10544,PID12670,2025-04-17,Minor,51279.39
CLM10545,PID12674,2025-09-06,Minor,35611.16
CLM10546,PID12680,2026-04-12,Minor,13323.85
CLM10547,PID12680,2026-05-11,Minor,20267.84
CLM10548,PID12689,2025-03-11,Minor,30283.47
CLM10549,PID12692,2026-01-17,Moderate,174451.72
CLM10550,PID12699,2025-11-12,Minor,29989.96
CLM10551,PID12701,2023-02-25,Minor,24571.94
CLM10552,PID12702,2023-08-20,Minor,20269.88
CLM10553,PID12706,2027-01-27,Minor,67846.17
CLM10554,PID12722,2026-05-07,Minor,54153.69
CLM10555,PID12733,2025-09-29,Minor,32238.8
CLM10556,PID12736,2024-11-24,Minor,56607.98
CLM10557,PID12738,2022-02-01,Minor,32213.83
CLM10558,PID12738,2022-04-25,Moderate,44766.47
CLM10559,PID12742,2026-02-07,Moderate,87887.23
CLM10560,PID12743,2026-03-29,Moderate,109477.53
CLM10561,PID12745,2026-12-20,Minor,10720.93
CLM10562,PID12752,2026-03-31,Moderate,191839.59
CLM10563,PID12752,2026-04-30,Minor,70778.74
CLM10564,PID12754,2023-09-24,Minor,28654.09
CLM10565,PID12754,2023-12-04,Major,92754.94
CLM10566,PID12760,2021-09-27,Moderate,94166.72
CLM10567,PID12763,2024-03-31,Minor,53576.25
CLM10568,PID12763,2024-11-30,Moderate,105340.99
CLM10569,PID12763,2025-02-03,Major,208190.36
CLM10570,PID12764,2025-11-20,Minor,31864.72
CLM10571,PID12776,2026-03-26,Minor,62532.99
CLM10572,PID12778,2024-08-14,Major,555138.41
CLM10573,PID12778,2025-02-02,Moderate,234859.91
CLM10574,PID12779,2025-10-23,Moderate,303128.03
CLM10575,PID12784,2026-10-12,Minor,28345.63
CLM10576,PID12790,2026-06-07,Moderate,93470.03
CLM10577,PID12794,2027-01-12,Minor,136007.53
CLM10578,PID12796,2026-01-09,Minor,51976.04
CLM10579,PID12796,2026-07-01,Minor,53874.58
CLM10580,PID12798,2025-08-01,Minor,63242.09
CLM10581,PID12801,2026-08-01,Minor,42805.12
CLM10582,PID12802,2024-04-08,Major,248137.34
CLM10583,PID12808,2020-06-06,Minor,27113.13
CLM10584,PID12818,2026-11-19,Minor,20163.57
CLM10585,PID12824,2022-07-04,Minor,17706.48
CLM10586,PID12838,2025-11-07,Minor,224294.4
CLM10587,PID12841,2025-01-06,Moderate,108677.1
